QueryId,DocumentId,query_length
201,clueweb12-0006wb-96-02778,2
201,clueweb12-1600tw-02-18513,2
201,clueweb12-0301tw-34-08947,2
201,clueweb12-0207wb-00-11831,2
201,clueweb12-0209wb-62-29860,2
201,clueweb12-1110wb-37-14389,2
201,clueweb12-0300tw-61-16714,2
201,clueweb12-0700tw-16-15536,2
201,clueweb12-0500tw-11-08405,2
201,clueweb12-1812wb-83-07588,2
201,clueweb12-1200tw-71-00213,2
201,clueweb12-1100tw-71-09590,2
201,clueweb12-1608wb-61-17370,2
201,clueweb12-1500tw-89-03150,2
201,clueweb12-1203wb-45-10051,2
201,clueweb12-0611wb-37-01840,2
201,clueweb12-1604wb-20-11054,2
201,clueweb12-0902wb-72-11855,2
201,clueweb12-1203wb-51-26700,2
201,clueweb12-0910wb-29-12247,2
201,clueweb12-1200tw-27-17833,2
201,clueweb12-1910wb-84-16059,2
201,clueweb12-0108wb-37-07006,2
201,clueweb12-0500tw-11-00340,2
201,clueweb12-0600tw-27-03059,2
201,clueweb12-0906wb-09-33744,2
201,clueweb12-0606wb-18-17991,2
201,clueweb12-1811wb-98-08858,2
201,clueweb12-1811wb-56-16219,2
201,clueweb12-0401tw-01-03242,2
201,clueweb12-0906wb-67-25261,2
201,clueweb12-0908wb-88-00684,2
201,clueweb12-0713wb-63-21836,2
201,clueweb12-1600tw-40-06466,2
201,clueweb12-0906wb-86-33232,2
201,clueweb12-0714wb-00-13547,2
201,clueweb12-0800tw-43-07338,2
201,clueweb12-0301tw-21-03835,2
201,clueweb12-0200tw-44-09077,2
201,clueweb12-0800tw-24-10527,2
201,clueweb12-0400tw-96-01734,2
201,clueweb12-0307wb-47-02869,2
202,clueweb12-1900tw-53-20555,3
202,clueweb12-0601wb-18-11856,3
202,clueweb12-1116wb-12-30914,3
202,clueweb12-1811wb-97-04637,3
202,clueweb12-1217wb-38-28443,3
202,clueweb12-1118wb-60-01284,3
202,clueweb12-0510wb-95-32597,3
202,clueweb12-1707wb-98-07904,3
202,clueweb12-0818wb-09-01540,3
202,clueweb12-1215wb-33-08369,3
202,clueweb12-0814wb-20-13703,3
202,clueweb12-1216wb-41-05666,3
202,clueweb12-0500tw-06-07919,3
202,clueweb12-1809wb-61-03622,3
202,clueweb12-1806wb-88-04355,3
202,clueweb12-1212wb-02-13082,3
202,clueweb12-0905wb-62-10264,3
202,clueweb12-0303wb-04-08428,3
202,clueweb12-1300wb-41-17656,3
202,clueweb12-1200wb-30-18551,3
202,clueweb12-1909wb-65-23698,3
202,clueweb12-0307wb-14-10525,3
202,clueweb12-1715wb-42-07042,3
202,clueweb12-0206wb-61-12908,3
202,clueweb12-0100tw-12-07624,3
202,clueweb12-1100tw-35-08357,3
202,clueweb12-0302wb-25-22790,3
202,clueweb12-1200wb-95-00626,3
202,clueweb12-0800tw-32-12258,3
202,clueweb12-1117wb-31-15779,3
202,clueweb12-0209wb-09-11391,3
202,clueweb12-0013wb-45-00465,3
202,clueweb12-0900tw-05-12646,3
202,clueweb12-1116wb-59-18964,3
202,clueweb12-0100wb-98-08558,3
202,clueweb12-1013wb-15-21838,3
202,clueweb12-0511wb-25-03910,3
202,clueweb12-0211wb-82-32886,3
202,clueweb12-1600wb-83-17270,3
202,clueweb12-0405wb-59-02836,3
202,clueweb12-1512wb-89-10326,3
202,clueweb12-0209wb-80-33566,3
202,clueweb12-1100wb-60-04970,3
202,clueweb12-0815wb-27-27558,3
202,clueweb12-1013wb-51-06456,3
202,clueweb12-0305wb-95-20076,3
202,clueweb12-1115wb-60-25601,3
202,clueweb12-0809wb-10-15178,3
202,clueweb12-0900tw-27-15704,3
202,clueweb12-0104wb-57-26599,3
202,clueweb12-0111wb-82-16175,3
202,clueweb12-1304wb-62-13501,3
202,clueweb12-0400tw-11-19082,3
202,clueweb12-1305wb-00-27580,3
202,clueweb12-0815wb-64-21898,3
202,clueweb12-1011wb-89-16132,3
202,clueweb12-1400tw-68-02181,3
202,clueweb12-0809wb-89-07523,3
202,clueweb12-1900tw-33-12824,3
202,clueweb12-0502wb-65-22527,3
202,clueweb12-0503wb-06-01803,3
202,clueweb12-0502wb-85-19374,3
202,clueweb12-1314wb-40-05225,3
202,clueweb12-1118wb-62-01765,3
202,clueweb12-1706wb-21-14905,3
202,clueweb12-0000wb-30-27936,3
202,clueweb12-1009wb-18-00169,3
202,clueweb12-0206wb-16-22957,3
202,clueweb12-0404wb-43-03460,3
202,clueweb12-0007wb-37-05166,3
202,clueweb12-0607wb-52-08854,3
202,clueweb12-0612wb-66-29076,3
202,clueweb12-0300wb-04-21283,3
202,clueweb12-0900tw-38-06478,3
202,clueweb12-1908wb-87-05618,3
202,clueweb12-0702wb-44-04201,3
202,clueweb12-1004wb-52-14370,3
202,clueweb12-1105wb-65-18392,3
202,clueweb12-0400tw-26-03936,3
202,clueweb12-0212wb-15-25356,3
202,clueweb12-0204wb-66-13464,3
202,clueweb12-0012wb-31-00097,3
202,clueweb12-1315wb-60-25009,3
202,clueweb12-0703wb-64-12446,3
202,clueweb12-0906wb-90-22458,3
202,clueweb12-0305wb-73-09000,3
202,clueweb12-1800tw-16-11800,3
202,clueweb12-0009wb-61-08932,3
202,clueweb12-1415wb-40-03869,3
202,clueweb12-0716wb-07-24100,3
202,clueweb12-0510wb-96-30728,3
202,clueweb12-1117wb-75-07056,3
202,clueweb12-1102wb-75-16220,3
202,clueweb12-1500wb-66-14018,3
202,clueweb12-0105wb-91-03965,3
202,clueweb12-0815wb-98-10077,3
202,clueweb12-1807wb-86-09003,3
202,clueweb12-0912wb-48-24011,3
202,clueweb12-0006wb-02-16302,3
202,clueweb12-1007wb-91-07147,3
203,clueweb12-1400tw-55-13237,3
203,clueweb12-1007wb-38-22258,3
203,clueweb12-0103wb-33-26806,3
203,clueweb12-1700tw-41-12266,3
203,clueweb12-0002wb-56-15117,3
203,clueweb12-0712wb-43-02163,3
203,clueweb12-1210wb-83-28574,3
203,clueweb12-1800tw-54-04940,3
203,clueweb12-1405wb-01-18878,3
203,clueweb12-1200tw-36-07532,3
203,clueweb12-0103wb-27-32640,3
203,clueweb12-1503wb-16-12246,3
203,clueweb12-1616wb-24-00943,3
203,clueweb12-1100tw-30-02547,3
203,clueweb12-0311wb-87-16614,3
203,clueweb12-1800tw-36-13939,3
203,clueweb12-1200tw-35-00658,3
203,clueweb12-0001wb-17-00643,3
203,clueweb12-0807wb-08-29218,3
203,clueweb12-1514wb-35-27255,3
203,clueweb12-1800tw-44-09949,3
203,clueweb12-1003wb-95-22119,3
203,clueweb12-1511wb-62-11831,3
203,clueweb12-0800tw-51-23885,3
203,clueweb12-0102wb-35-04103,3
203,clueweb12-0002wb-33-15556,3
203,clueweb12-0002wb-20-08962,3
203,clueweb12-1407wb-51-02430,3
203,clueweb12-0002wb-05-12516,3
203,clueweb12-1815wb-34-17034,3
203,clueweb12-1902wb-06-04797,3
203,clueweb12-0003wb-25-19194,3
203,clueweb12-1901wb-72-08479,3
203,clueweb12-1902wb-22-12641,3
203,clueweb12-0301tw-23-04341,3
203,clueweb12-0200tw-68-00089,3
203,clueweb12-0202wb-60-09122,3
203,clueweb12-0500tw-26-08047,3
203,clueweb12-1107wb-86-24665,3
203,clueweb12-0006wb-64-23270,3
203,clueweb12-1900tw-47-15481,3
203,clueweb12-0005wb-75-04452,3
203,clueweb12-0918wb-80-03907,3
203,clueweb12-0509wb-06-11124,3
203,clueweb12-1700tw-08-12581,3
203,clueweb12-1506wb-15-02973,3
203,clueweb12-0101wb-94-26017,3
203,clueweb12-0311wb-95-07417,3
203,clueweb12-0914wb-44-07104,3
203,clueweb12-0003wb-48-11669,3
203,clueweb12-1900tw-42-00061,3
203,clueweb12-1018wb-61-02085,3
203,clueweb12-1312wb-99-06222,3
203,clueweb12-1800tw-37-21667,3
203,clueweb12-0900wb-33-10236,3
203,clueweb12-1300tw-38-16260,3
203,clueweb12-1503wb-38-28727,3
203,clueweb12-0800tw-09-03472,3
203,clueweb12-0403wb-30-20219,3
203,clueweb12-0919wb-35-04365,3
203,clueweb12-1003wb-11-06698,3
203,clueweb12-1414wb-68-11363,3
203,clueweb12-1617wb-17-11501,3
203,clueweb12-0102wb-31-05423,3
203,clueweb12-0308wb-78-29717,3
203,clueweb12-1207wb-36-23201,3
203,clueweb12-0609wb-45-30723,3
203,clueweb12-1200tw-37-00673,3
203,clueweb12-0501wb-01-09771,3
203,clueweb12-1410wb-95-08491,3
203,clueweb12-1200tw-74-13693,3
203,clueweb12-1300wb-35-07121,3
203,clueweb12-1405wb-22-16043,3
203,clueweb12-0305wb-49-06640,3
203,clueweb12-1400tw-34-03508,3
203,clueweb12-0210wb-12-20721,3
203,clueweb12-0210wb-17-20746,3
203,clueweb12-1309wb-31-00313,3
203,clueweb12-1501wb-94-11940,3
203,clueweb12-0911wb-81-12075,3
203,clueweb12-1207wb-31-13159,3
203,clueweb12-1500wb-48-08732,3
203,clueweb12-0211wb-43-35222,3
203,clueweb12-1808wb-26-16413,3
203,clueweb12-1411wb-38-21870,3
203,clueweb12-1515wb-93-32165,3
203,clueweb12-1400tw-21-17183,3
203,clueweb12-0003wb-84-30868,3
203,clueweb12-0003wb-97-17800,3
203,clueweb12-0209wb-63-17124,3
203,clueweb12-1500tw-73-19431,3
203,clueweb12-1800tw-20-02856,3
203,clueweb12-1410wb-84-11296,3
203,clueweb12-0013wb-46-10058,3
203,clueweb12-0803wb-85-02136,3
203,clueweb12-1406wb-75-24823,3
203,clueweb12-0310wb-22-09840,3
203,clueweb12-1115wb-16-25355,3
203,clueweb12-1115wb-28-24339,3
203,clueweb12-1300tw-56-10630,3
204,clueweb12-1209wb-22-00167,2
204,clueweb12-0304wb-27-03544,2
204,clueweb12-1212wb-63-17269,2
204,clueweb12-1208wb-62-05131,2
204,clueweb12-1210wb-17-01493,2
204,clueweb12-1211wb-86-18507,2
204,clueweb12-0005wb-65-23314,2
204,clueweb12-0300wb-98-20074,2
204,clueweb12-1209wb-79-28735,2
204,clueweb12-1801wb-68-09002,2
204,clueweb12-1214wb-14-27004,2
204,clueweb12-1210wb-37-17086,2
204,clueweb12-1211wb-30-02358,2
204,clueweb12-1210wb-73-28398,2
204,clueweb12-1811wb-65-06425,2
204,clueweb12-1211wb-53-27050,2
204,clueweb12-0207wb-85-00335,2
204,clueweb12-1212wb-42-29922,2
204,clueweb12-1801wb-97-25922,2
204,clueweb12-0202wb-25-15698,2
204,clueweb12-1912wb-52-13818,2
204,clueweb12-0301wb-18-21387,2
204,clueweb12-1801wb-85-15691,2
204,clueweb12-1500tw-44-16993,2
204,clueweb12-1209wb-88-20908,2
204,clueweb12-1007wb-11-00884,2
204,clueweb12-0507wb-52-13388,2
204,clueweb12-1213wb-06-18859,2
204,clueweb12-0200wb-52-06045,2
204,clueweb12-0301wb-92-07679,2
204,clueweb12-1213wb-67-03123,2
204,clueweb12-0301wb-38-34520,2
204,clueweb12-0301wb-43-25002,2
204,clueweb12-1712wb-63-08995,2
204,clueweb12-0612wb-33-04022,2
204,clueweb12-0209wb-92-06352,2
204,clueweb12-1414wb-89-16666,2
204,clueweb12-1214wb-05-12168,2
204,clueweb12-0704wb-37-23358,2
204,clueweb12-1214wb-05-12154,2
204,clueweb12-1214wb-14-27018,2
204,clueweb12-0210wb-74-28352,2
204,clueweb12-1912wb-09-13899,2
204,clueweb12-0603wb-72-20767,2
204,clueweb12-1712wb-82-03184,2
204,clueweb12-0304wb-49-17269,2
204,clueweb12-0906wb-71-07152,2
204,clueweb12-0305wb-38-08344,2
204,clueweb12-0204wb-92-17336,2
204,clueweb12-1607wb-98-27514,2
204,clueweb12-1804wb-89-24145,2
204,clueweb12-0201wb-83-20464,2
204,clueweb12-0611wb-96-11773,2
204,clueweb12-0300wb-90-13981,2
204,clueweb12-0311wb-16-15162,2
204,clueweb12-1500wb-02-11520,2
204,clueweb12-0302wb-08-19033,2
204,clueweb12-1216wb-39-22038,2
204,clueweb12-0305wb-54-22614,2
204,clueweb12-1212wb-63-17255,2
204,clueweb12-0305wb-73-18682,2
204,clueweb12-1214wb-70-11842,2
204,clueweb12-0200tw-45-03773,2
204,clueweb12-1217wb-97-20198,2
204,clueweb12-1213wb-51-00442,2
204,clueweb12-1214wb-79-30532,2
204,clueweb12-0305wb-38-08330,2
204,clueweb12-1002wb-13-14971,2
204,clueweb12-0703wb-39-16734,2
204,clueweb12-1213wb-59-14347,2
204,clueweb12-1215wb-29-30867,2
204,clueweb12-0109wb-25-33221,2
204,clueweb12-1214wb-70-11828,2
204,clueweb12-0305wb-63-07113,2
204,clueweb12-1007wb-11-00898,2
204,clueweb12-1216wb-31-19496,2
204,clueweb12-1214wb-75-09956,2
204,clueweb12-0602wb-06-32289,2
204,clueweb12-0404wb-40-14291,2
204,clueweb12-0200tw-06-15386,2
204,clueweb12-0305wb-18-29087,2
204,clueweb12-1216wb-35-01768,2
204,clueweb12-0304wb-61-02465,2
204,clueweb12-1214wb-87-08035,2
204,clueweb12-0304wb-72-18496,2
204,clueweb12-0304wb-89-20057,2
204,clueweb12-0915wb-69-11139,2
204,clueweb12-0302wb-54-03735,2
204,clueweb12-0305wb-28-17975,2
204,clueweb12-0305wb-73-18696,2
204,clueweb12-0301wb-68-20779,2
204,clueweb12-1214wb-75-09942,2
204,clueweb12-1213wb-79-07563,2
204,clueweb12-1213wb-04-30495,2
204,clueweb12-0305wb-88-33877,2
204,clueweb12-1215wb-42-02336,2
204,clueweb12-0705wb-15-12013,2
204,clueweb12-0200tw-05-19705,2
204,clueweb12-0405wb-90-29008,2
204,clueweb12-1214wb-79-30547,2
205,clueweb12-0210wb-94-21302,3
205,clueweb12-0812wb-07-15129,3
205,clueweb12-1700wb-57-08015,3
205,clueweb12-0506wb-31-30726,3
205,clueweb12-1303wb-72-10088,3
205,clueweb12-0206wb-17-34429,3
205,clueweb12-0403wb-95-09741,3
205,clueweb12-0205wb-05-02301,3
205,clueweb12-1000tw-21-20542,3
205,clueweb12-1217wb-27-06974,3
205,clueweb12-0100wb-18-24730,3
205,clueweb12-0812wb-84-19751,3
205,clueweb12-0800tw-07-18666,3
205,clueweb12-1901wb-60-07140,3
205,clueweb12-1614wb-35-28354,3
205,clueweb12-1815wb-15-13913,3
205,clueweb12-1303wb-96-20823,3
205,clueweb12-1005wb-55-01169,3
205,clueweb12-1013wb-53-22115,3
205,clueweb12-0810wb-66-22090,3
205,clueweb12-0205wb-63-09334,3
205,clueweb12-1103wb-56-03288,3
205,clueweb12-1810wb-70-01321,3
205,clueweb12-1810wb-66-08797,3
205,clueweb12-1706wb-00-20154,3
205,clueweb12-1000wb-01-12448,3
205,clueweb12-1002wb-19-23101,3
205,clueweb12-1810wb-12-01690,3
205,clueweb12-1811wb-55-01626,3
205,clueweb12-1003wb-75-01113,3
205,clueweb12-0919wb-54-06748,3
205,clueweb12-1806wb-76-03254,3
205,clueweb12-0207wb-02-23039,3
205,clueweb12-0207wb-31-18950,3
205,clueweb12-1107wb-99-00886,3
205,clueweb12-0206wb-54-31406,3
205,clueweb12-1511wb-09-03101,3
205,clueweb12-0103wb-19-05305,3
205,clueweb12-1900wb-60-17916,3
205,clueweb12-1103wb-28-03808,3
205,clueweb12-0817wb-12-17715,3
205,clueweb12-1610wb-75-27202,3
205,clueweb12-1101tw-07-17580,3
205,clueweb12-1100tw-15-19833,3
205,clueweb12-1100wb-42-09076,3
205,clueweb12-0103wb-33-14463,3
205,clueweb12-0103wb-63-11308,3
205,clueweb12-0812wb-52-19993,3
205,clueweb12-0011wb-86-00741,3
205,clueweb12-1501wb-67-02282,3
205,clueweb12-0700tw-68-07494,3
205,clueweb12-0408wb-60-05897,3
205,clueweb12-0300wb-06-02438,3
205,clueweb12-0611wb-39-28761,3
205,clueweb12-1000wb-49-20156,3
205,clueweb12-0211wb-60-10100,3
205,clueweb12-1607wb-55-12775,3
205,clueweb12-0007wb-87-07069,3
205,clueweb12-1500tw-21-11556,3
205,clueweb12-1216wb-93-05359,3
205,clueweb12-1806wb-56-00524,3
205,clueweb12-0009wb-62-07312,3
205,clueweb12-1303wb-94-25019,3
205,clueweb12-0812wb-91-10125,3
205,clueweb12-0302wb-47-14952,3
205,clueweb12-1900wb-59-00786,3
205,clueweb12-1301wb-05-13794,3
205,clueweb12-1503wb-76-30400,3
205,clueweb12-1804wb-00-16312,3
205,clueweb12-1108wb-09-13541,3
205,clueweb12-1901wb-90-23627,3
205,clueweb12-1400tw-38-22911,3
205,clueweb12-0812wb-52-06008,3
205,clueweb12-1900wb-90-00478,3
205,clueweb12-1814wb-94-23466,3
205,clueweb12-1216wb-22-27788,3
205,clueweb12-0404wb-70-19541,3
205,clueweb12-0104wb-27-28506,3
205,clueweb12-0305wb-02-20942,3
205,clueweb12-1410wb-76-13181,3
205,clueweb12-0110wb-55-13701,3
205,clueweb12-1002wb-73-09735,3
205,clueweb12-1510wb-81-20753,3
205,clueweb12-0500wb-09-32854,3
205,clueweb12-1805wb-95-21168,3
205,clueweb12-0202wb-46-14158,3
205,clueweb12-0309wb-95-02179,3
205,clueweb12-0100tw-78-02321,3
205,clueweb12-0411wb-17-33325,3
205,clueweb12-1314wb-88-02117,3
205,clueweb12-0403wb-96-16695,3
205,clueweb12-1910wb-99-20596,3
205,clueweb12-0600tw-43-11834,3
205,clueweb12-1805wb-91-06309,3
205,clueweb12-0210wb-45-26536,3
205,clueweb12-0300wb-61-13773,3
205,clueweb12-1906wb-76-25446,3
205,clueweb12-1716wb-68-15848,3
205,clueweb12-0700wb-46-24520,3
205,clueweb12-1308wb-23-28058,3
206,clueweb12-1807wb-92-09108,2
206,clueweb12-1401wb-92-14851,2
206,clueweb12-0009wb-54-01932,2
206,clueweb12-1802wb-14-28735,2
206,clueweb12-0301wb-43-35174,2
206,clueweb12-1708wb-43-29773,2
206,clueweb12-1013wb-23-08451,2
206,clueweb12-0200wb-49-30845,2
206,clueweb12-0902wb-67-05109,2
206,clueweb12-0606wb-40-12197,2
206,clueweb12-0601wb-00-13002,2
206,clueweb12-0305wb-45-24379,2
206,clueweb12-1715wb-09-05563,2
206,clueweb12-1910wb-84-20584,2
206,clueweb12-1609wb-75-32288,2
206,clueweb12-0200tw-11-14318,2
206,clueweb12-0112wb-03-34120,2
206,clueweb12-0203wb-45-19067,2
206,clueweb12-1106wb-17-01171,2
206,clueweb12-0005wb-17-21841,2
206,clueweb12-1807wb-78-16418,2
206,clueweb12-0111wb-63-23423,2
206,clueweb12-1808wb-99-26779,2
206,clueweb12-1807wb-81-18491,2
206,clueweb12-1807wb-82-17845,2
206,clueweb12-1106wb-83-05894,2
206,clueweb12-0701wb-09-18443,2
206,clueweb12-0202wb-45-09328,2
206,clueweb12-0806wb-81-15917,2
206,clueweb12-0300wb-34-10474,2
206,clueweb12-1800wb-93-04336,2
206,clueweb12-1807wb-64-20406,2
206,clueweb12-0305wb-55-03096,2
206,clueweb12-1114wb-13-19872,2
206,clueweb12-1019wb-10-10511,2
206,clueweb12-0713wb-59-09149,2
206,clueweb12-0900wb-97-02702,2
206,clueweb12-0109wb-90-32472,2
206,clueweb12-0411wb-50-01478,2
206,clueweb12-1115wb-71-11949,2
206,clueweb12-1015wb-90-03018,2
206,clueweb12-0700wb-82-11566,2
206,clueweb12-0701wb-19-05868,2
206,clueweb12-0905wb-03-05823,2
206,clueweb12-1017wb-31-10178,2
206,clueweb12-1808wb-64-03351,2
206,clueweb12-1013wb-02-03457,2
206,clueweb12-0700tw-08-20360,2
206,clueweb12-0302wb-94-07292,2
206,clueweb12-1013wb-30-08243,2
206,clueweb12-1704wb-23-31580,2
206,clueweb12-1808wb-67-13668,2
206,clueweb12-0500tw-08-08270,2
206,clueweb12-0304wb-43-11443,2
206,clueweb12-1013wb-73-01303,2
206,clueweb12-0012wb-12-17968,2
206,clueweb12-1109wb-23-22213,2
206,clueweb12-1908wb-89-33553,2
206,clueweb12-1116wb-20-28247,2
206,clueweb12-1607wb-50-02617,2
206,clueweb12-1908wb-92-20410,2
206,clueweb12-0401wb-25-00889,2
206,clueweb12-0712wb-91-04819,2
206,clueweb12-1602wb-36-12966,2
206,clueweb12-0000tw-00-21044,2
206,clueweb12-1018wb-98-10667,2
206,clueweb12-1802wb-46-27982,2
206,clueweb12-1213wb-72-11499,2
206,clueweb12-1607wb-68-24959,2
206,clueweb12-0305wb-62-05704,2
206,clueweb12-1808wb-10-23461,2
206,clueweb12-1807wb-75-17192,2
206,clueweb12-1016wb-58-05807,2
206,clueweb12-0501wb-44-26321,2
206,clueweb12-1607wb-26-30386,2
206,clueweb12-0303wb-20-18845,2
206,clueweb12-1908wb-98-03102,2
206,clueweb12-1603wb-68-13314,2
206,clueweb12-0013wb-20-17064,2
206,clueweb12-0302wb-03-03725,2
206,clueweb12-1200wb-84-30809,2
206,clueweb12-0202wb-74-33279,2
206,clueweb12-0307wb-71-26205,2
206,clueweb12-1607wb-65-32857,2
206,clueweb12-1016wb-58-05179,2
206,clueweb12-1715wb-54-20670,2
206,clueweb12-1609wb-78-27541,2
206,clueweb12-1111wb-22-07299,2
206,clueweb12-1911wb-73-11783,2
206,clueweb12-1017wb-65-02270,2
206,clueweb12-1019wb-89-03389,2
206,clueweb12-0708wb-44-06597,2
206,clueweb12-0909wb-22-02116,2
206,clueweb12-1700tw-27-19232,2
206,clueweb12-0011wb-97-31929,2
206,clueweb12-0305wb-29-04664,2
206,clueweb12-0700wb-92-09669,2
206,clueweb12-1016wb-81-03161,2
206,clueweb12-1604wb-14-24817,2
206,clueweb12-0009wb-43-24902,2
207,clueweb12-1905wb-48-10251,2
207,clueweb12-1905wb-46-06917,2
207,clueweb12-0507wb-30-21602,2
207,clueweb12-1905wb-70-13334,2
207,clueweb12-0207wb-90-20840,2
207,clueweb12-0716wb-86-23401,2
207,clueweb12-0206wb-71-14452,2
207,clueweb12-0709wb-45-09518,2
207,clueweb12-0607wb-76-17468,2
207,clueweb12-1909wb-72-13335,2
207,clueweb12-1605wb-17-06310,2
207,clueweb12-0711wb-27-04628,2
207,clueweb12-1012wb-83-19702,2
207,clueweb12-0202wb-73-21435,2
207,clueweb12-0706wb-19-11031,2
207,clueweb12-0106wb-44-13775,2
207,clueweb12-0111wb-15-14262,2
207,clueweb12-1101wb-26-02505,2
207,clueweb12-1913wb-84-02917,2
207,clueweb12-0707wb-35-04335,2
207,clueweb12-0709wb-84-07645,2
207,clueweb12-0112wb-21-26718,2
207,clueweb12-0703wb-18-21607,2
207,clueweb12-1502wb-66-14124,2
207,clueweb12-1705wb-89-03463,2
207,clueweb12-0804wb-43-08700,2
207,clueweb12-1205wb-36-28252,2
207,clueweb12-1913wb-84-02847,2
207,clueweb12-0405wb-24-29734,2
207,clueweb12-0304wb-04-16410,2
207,clueweb12-0607wb-74-02612,2
207,clueweb12-1500tw-99-18494,2
207,clueweb12-0204wb-42-31119,2
207,clueweb12-1507wb-87-20310,2
207,clueweb12-0813wb-58-16452,2
207,clueweb12-0710wb-27-09636,2
207,clueweb12-0902wb-00-20481,2
207,clueweb12-1407wb-59-09604,2
207,clueweb12-1501tw-09-14232,2
207,clueweb12-0303wb-93-10828,2
207,clueweb12-1204wb-45-18869,2
207,clueweb12-0206wb-68-25063,2
207,clueweb12-1407wb-83-21840,2
207,clueweb12-1407wb-70-09872,2
207,clueweb12-0901wb-75-19007,2
207,clueweb12-0107wb-71-27159,2
207,clueweb12-1807wb-80-22463,2
207,clueweb12-0107wb-48-07033,2
207,clueweb12-0201wb-90-12794,2
207,clueweb12-1500wb-02-03490,2
207,clueweb12-0209wb-70-26757,2
207,clueweb12-1000wb-00-24602,2
207,clueweb12-0006wb-80-12955,2
207,clueweb12-1511wb-31-08739,2
207,clueweb12-0900tw-80-08030,2
207,clueweb12-1704wb-49-17722,2
207,clueweb12-1205wb-70-03849,2
207,clueweb12-0714wb-63-24605,2
207,clueweb12-0013wb-01-13083,2
207,clueweb12-1707wb-83-17702,2
207,clueweb12-1900wb-15-26901,2
207,clueweb12-0109wb-08-27442,2
207,clueweb12-0111wb-92-33172,2
207,clueweb12-0012wb-58-06735,2
207,clueweb12-0310wb-73-09674,2
207,clueweb12-0806wb-67-24253,2
207,clueweb12-0300tw-15-08163,2
207,clueweb12-0300tw-17-05364,2
207,clueweb12-1909wb-93-07968,2
207,clueweb12-0602wb-30-27925,2
207,clueweb12-1410wb-15-12146,2
207,clueweb12-1613wb-64-22118,2
207,clueweb12-0209wb-39-27714,2
207,clueweb12-0203wb-75-27730,2
207,clueweb12-1100tw-02-12274,2
207,clueweb12-0100tw-26-06486,2
207,clueweb12-1913wb-51-25393,2
207,clueweb12-1603wb-46-23117,2
207,clueweb12-1604wb-67-19549,2
207,clueweb12-1717wb-47-07686,2
207,clueweb12-0011wb-56-27704,2
207,clueweb12-0609wb-60-10109,2
207,clueweb12-1404wb-28-24474,2
207,clueweb12-0812wb-74-01477,2
207,clueweb12-1313wb-72-12546,2
207,clueweb12-1503wb-83-27529,2
207,clueweb12-0311wb-15-18500,2
207,clueweb12-1604wb-74-26864,2
207,clueweb12-0004wb-17-02113,2
207,clueweb12-0500wb-88-15290,2
207,clueweb12-0009wb-89-28318,2
207,clueweb12-0009wb-57-03457,2
207,clueweb12-0512wb-02-29467,2
207,clueweb12-0704wb-14-31461,2
207,clueweb12-1500tw-07-00494,2
207,clueweb12-1407wb-96-00888,2
207,clueweb12-1603wb-59-15539,2
207,clueweb12-1810wb-57-22804,2
