QueryId,DocumentId,title_query_coverage,content_query_coverage,anchors_query_coverage,normalized_title_query_coverage,normalized_content_query_coverage,normalized_anchors_query_coverage
201,clueweb12-1500tw-29-15704,2,2,2,1.0,1.0,1.0
201,clueweb12-1712wb-90-15515,2,2,1,1.0,1.0,0.5
201,clueweb12-1700tw-09-00623,2,2,0,1.0,1.0,0.0
201,clueweb12-1305wb-59-01481,2,2,2,1.0,1.0,1.0
201,clueweb12-1410wb-38-06953,0,2,0,0.0,1.0,0.0
201,clueweb12-0006wb-96-02778,0,2,0,0.0,1.0,0.0
201,clueweb12-1600tw-02-18513,2,2,2,1.0,1.0,1.0
201,clueweb12-0301tw-34-08947,2,2,2,1.0,1.0,1.0
201,clueweb12-0207wb-00-11831,0,2,0,0.0,1.0,0.0
201,clueweb12-0209wb-62-29860,0,2,0,0.0,1.0,0.0
201,clueweb12-1110wb-37-14389,2,2,2,1.0,1.0,1.0
201,clueweb12-0300tw-61-16714,2,2,0,1.0,1.0,0.0
201,clueweb12-0700tw-16-15536,2,2,2,1.0,1.0,1.0
201,clueweb12-0500tw-11-08405,2,2,2,1.0,1.0,1.0
201,clueweb12-1812wb-83-07588,0,2,0,0.0,1.0,0.0
201,clueweb12-1200tw-71-00213,2,2,2,1.0,1.0,1.0
201,clueweb12-1100tw-71-09590,2,2,0,1.0,1.0,0.0
201,clueweb12-1608wb-61-17370,0,2,0,0.0,1.0,0.0
201,clueweb12-1500tw-89-03150,2,2,2,1.0,1.0,1.0
201,clueweb12-1203wb-45-10051,0,2,0,0.0,1.0,0.0
201,clueweb12-0611wb-37-01840,0,2,0,0.0,1.0,0.0
201,clueweb12-1604wb-20-11054,2,2,2,1.0,1.0,1.0
201,clueweb12-0902wb-72-11855,2,2,2,1.0,1.0,1.0
201,clueweb12-1203wb-51-26700,0,2,0,0.0,1.0,0.0
201,clueweb12-0910wb-29-12247,2,2,0,1.0,1.0,0.0
201,clueweb12-1200tw-27-17833,2,2,2,1.0,1.0,1.0
201,clueweb12-1910wb-84-16059,0,2,0,0.0,1.0,0.0
201,clueweb12-0108wb-37-07006,1,2,1,0.5,1.0,0.5
201,clueweb12-0500tw-11-00340,2,2,2,1.0,1.0,1.0
201,clueweb12-0600tw-27-03059,2,2,2,1.0,1.0,1.0
201,clueweb12-0906wb-09-33744,2,2,2,1.0,1.0,1.0
201,clueweb12-0606wb-18-17991,0,2,0,0.0,1.0,0.0
201,clueweb12-1811wb-98-08858,0,2,0,0.0,1.0,0.0
201,clueweb12-1811wb-56-16219,2,2,2,1.0,1.0,1.0
201,clueweb12-0401tw-01-03242,2,2,2,1.0,1.0,1.0
201,clueweb12-0906wb-67-25261,2,2,0,1.0,1.0,0.0
201,clueweb12-0908wb-88-00684,2,2,0,1.0,1.0,0.0
201,clueweb12-0713wb-63-21836,0,2,0,0.0,1.0,0.0
201,clueweb12-1600tw-40-06466,2,2,2,1.0,1.0,1.0
201,clueweb12-0906wb-86-33232,2,2,0,1.0,1.0,0.0
201,clueweb12-0714wb-00-13547,2,2,2,1.0,1.0,1.0
201,clueweb12-0800tw-43-07338,2,2,0,1.0,1.0,0.0
201,clueweb12-0301tw-21-03835,2,2,2,1.0,1.0,1.0
201,clueweb12-0200tw-44-09077,0,2,0,0.0,1.0,0.0
201,clueweb12-0800tw-24-10527,2,2,2,1.0,1.0,1.0
201,clueweb12-0400tw-96-01734,2,2,0,1.0,1.0,0.0
201,clueweb12-0307wb-47-02869,2,2,2,1.0,1.0,1.0
202,clueweb12-1900tw-53-20555,3,3,3,1.0,1.0,1.0
202,clueweb12-0601wb-18-11856,3,3,2,1.0,1.0,0.6666666666666666
202,clueweb12-1116wb-12-30914,3,3,0,1.0,1.0,0.0
202,clueweb12-1811wb-97-04637,0,3,0,0.0,1.0,0.0
202,clueweb12-1217wb-38-28443,0,3,0,0.0,1.0,0.0
202,clueweb12-1118wb-60-01284,0,3,0,0.0,1.0,0.0
202,clueweb12-0510wb-95-32597,0,3,0,0.0,1.0,0.0
202,clueweb12-1707wb-98-07904,3,3,2,1.0,1.0,0.6666666666666666
202,clueweb12-0818wb-09-01540,0,3,0,0.0,1.0,0.0
202,clueweb12-1215wb-33-08369,3,3,0,1.0,1.0,0.0
202,clueweb12-0814wb-20-13703,3,3,3,1.0,1.0,1.0
202,clueweb12-1216wb-41-05666,0,3,0,0.0,1.0,0.0
202,clueweb12-0500tw-06-07919,0,3,0,0.0,1.0,0.0
202,clueweb12-1809wb-61-03622,0,3,0,0.0,1.0,0.0
202,clueweb12-1806wb-88-04355,3,3,3,1.0,1.0,1.0
202,clueweb12-1212wb-02-13082,3,3,3,1.0,1.0,1.0
202,clueweb12-0905wb-62-10264,0,3,0,0.0,1.0,0.0
202,clueweb12-0303wb-04-08428,0,3,0,0.0,1.0,0.0
202,clueweb12-1300wb-41-17656,0,3,0,0.0,1.0,0.0
202,clueweb12-1200wb-30-18551,0,3,0,0.0,1.0,0.0
202,clueweb12-1909wb-65-23698,0,3,0,0.0,1.0,0.0
202,clueweb12-0307wb-14-10525,0,3,0,0.0,1.0,0.0
202,clueweb12-1715wb-42-07042,0,3,0,0.0,1.0,0.0
202,clueweb12-0206wb-61-12908,0,3,0,0.0,1.0,0.0
202,clueweb12-0100tw-12-07624,0,3,0,0.0,1.0,0.0
202,clueweb12-1100tw-35-08357,0,3,0,0.0,1.0,0.0
202,clueweb12-0302wb-25-22790,0,3,0,0.0,1.0,0.0
202,clueweb12-1200wb-95-00626,0,3,0,0.0,1.0,0.0
202,clueweb12-0800tw-32-12258,0,3,0,0.0,1.0,0.0
202,clueweb12-1117wb-31-15779,0,3,0,0.0,1.0,0.0
202,clueweb12-0209wb-09-11391,0,3,3,0.0,1.0,1.0
202,clueweb12-0013wb-45-00465,0,3,0,0.0,1.0,0.0
202,clueweb12-0900tw-05-12646,0,3,0,0.0,1.0,0.0
202,clueweb12-1116wb-59-18964,3,3,0,1.0,1.0,0.0
202,clueweb12-0100wb-98-08558,0,3,0,0.0,1.0,0.0
202,clueweb12-1013wb-15-21838,3,3,3,1.0,1.0,1.0
202,clueweb12-0511wb-25-03910,0,3,0,0.0,1.0,0.0
202,clueweb12-0211wb-82-32886,0,3,0,0.0,1.0,0.0
202,clueweb12-1600wb-83-17270,0,3,0,0.0,1.0,0.0
202,clueweb12-0405wb-59-02836,1,3,1,0.3333333333333333,1.0,0.3333333333333333
202,clueweb12-1512wb-89-10326,0,3,0,0.0,1.0,0.0
202,clueweb12-0209wb-80-33566,0,3,3,0.0,1.0,1.0
202,clueweb12-1100wb-60-04970,0,3,0,0.0,1.0,0.0
202,clueweb12-0815wb-27-27558,0,3,0,0.0,1.0,0.0
202,clueweb12-1013wb-51-06456,0,3,0,0.0,1.0,0.0
202,clueweb12-0305wb-95-20076,1,3,0,0.3333333333333333,1.0,0.0
202,clueweb12-1115wb-60-25601,1,3,1,0.3333333333333333,1.0,0.3333333333333333
202,clueweb12-0809wb-10-15178,0,3,0,0.0,1.0,0.0
202,clueweb12-0900tw-27-15704,1,3,0,0.3333333333333333,1.0,0.0
202,clueweb12-0104wb-57-26599,0,3,0,0.0,1.0,0.0
202,clueweb12-0111wb-82-16175,0,3,0,0.0,1.0,0.0
202,clueweb12-1304wb-62-13501,0,3,0,0.0,1.0,0.0
202,clueweb12-0400tw-11-19082,0,3,0,0.0,1.0,0.0
202,clueweb12-1305wb-00-27580,0,3,0,0.0,1.0,0.0
202,clueweb12-0815wb-64-21898,0,3,0,0.0,1.0,0.0
202,clueweb12-1011wb-89-16132,0,3,0,0.0,1.0,0.0
202,clueweb12-1400tw-68-02181,0,3,0,0.0,1.0,0.0
202,clueweb12-0809wb-89-07523,0,3,0,0.0,1.0,0.0
202,clueweb12-1900tw-33-12824,0,3,0,0.0,1.0,0.0
202,clueweb12-0502wb-65-22527,1,3,1,0.3333333333333333,1.0,0.3333333333333333
202,clueweb12-0503wb-06-01803,1,3,1,0.3333333333333333,1.0,0.3333333333333333
202,clueweb12-0502wb-85-19374,1,3,1,0.3333333333333333,1.0,0.3333333333333333
202,clueweb12-1314wb-40-05225,0,3,0,0.0,1.0,0.0
202,clueweb12-1118wb-62-01765,0,3,0,0.0,1.0,0.0
202,clueweb12-1706wb-21-14905,0,3,0,0.0,1.0,0.0
202,clueweb12-0000wb-30-27936,0,3,0,0.0,1.0,0.0
202,clueweb12-1009wb-18-00169,0,3,0,0.0,1.0,0.0
202,clueweb12-0206wb-16-22957,0,3,0,0.0,1.0,0.0
202,clueweb12-0404wb-43-03460,0,3,0,0.0,1.0,0.0
202,clueweb12-0007wb-37-05166,0,3,0,0.0,1.0,0.0
202,clueweb12-0607wb-52-08854,0,3,0,0.0,1.0,0.0
202,clueweb12-0612wb-66-29076,0,3,0,0.0,1.0,0.0
202,clueweb12-0300wb-04-21283,0,3,0,0.0,1.0,0.0
202,clueweb12-0900tw-38-06478,0,3,0,0.0,1.0,0.0
202,clueweb12-1908wb-87-05618,0,3,0,0.0,1.0,0.0
202,clueweb12-0702wb-44-04201,1,3,0,0.3333333333333333,1.0,0.0
202,clueweb12-1004wb-52-14370,0,3,0,0.0,1.0,0.0
202,clueweb12-1105wb-65-18392,0,3,0,0.0,1.0,0.0
202,clueweb12-0400tw-26-03936,0,3,0,0.0,1.0,0.0
202,clueweb12-0212wb-15-25356,0,3,0,0.0,1.0,0.0
202,clueweb12-0204wb-66-13464,0,3,0,0.0,1.0,0.0
202,clueweb12-0012wb-31-00097,0,3,0,0.0,1.0,0.0
202,clueweb12-1315wb-60-25009,0,3,0,0.0,1.0,0.0
202,clueweb12-0703wb-64-12446,0,3,0,0.0,1.0,0.0
202,clueweb12-0906wb-90-22458,0,3,0,0.0,1.0,0.0
202,clueweb12-0305wb-73-09000,1,3,0,0.3333333333333333,1.0,0.0
202,clueweb12-1800tw-16-11800,0,3,0,0.0,1.0,0.0
202,clueweb12-0009wb-61-08932,0,3,0,0.0,1.0,0.0
202,clueweb12-1415wb-40-03869,0,3,0,0.0,1.0,0.0
202,clueweb12-0716wb-07-24100,0,3,0,0.0,1.0,0.0
202,clueweb12-0510wb-96-30728,0,3,0,0.0,1.0,0.0
202,clueweb12-1117wb-75-07056,0,3,0,0.0,1.0,0.0
202,clueweb12-1102wb-75-16220,0,3,0,0.0,1.0,0.0
202,clueweb12-1500wb-66-14018,0,3,0,0.0,1.0,0.0
202,clueweb12-0105wb-91-03965,0,3,0,0.0,1.0,0.0
202,clueweb12-0815wb-98-10077,0,3,0,0.0,1.0,0.0
202,clueweb12-1807wb-86-09003,0,3,0,0.0,1.0,0.0
202,clueweb12-0912wb-48-24011,0,3,0,0.0,1.0,0.0
202,clueweb12-0006wb-02-16302,1,3,1,0.3333333333333333,1.0,0.3333333333333333
202,clueweb12-1007wb-91-07147,1,3,1,0.3333333333333333,1.0,0.3333333333333333
203,clueweb12-1400tw-55-13237,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1007wb-38-22258,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0103wb-33-26806,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1700tw-41-12266,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0002wb-56-15117,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-0712wb-43-02163,3,3,0,1.0,1.0,0.0
203,clueweb12-1210wb-83-28574,0,3,0,0.0,1.0,0.0
203,clueweb12-1800tw-54-04940,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1405wb-01-18878,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1200tw-36-07532,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-0103wb-27-32640,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1503wb-16-12246,0,3,0,0.0,1.0,0.0
203,clueweb12-1616wb-24-00943,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1100tw-30-02547,0,3,0,0.0,1.0,0.0
203,clueweb12-0311wb-87-16614,0,3,0,0.0,1.0,0.0
203,clueweb12-1800tw-36-13939,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1200tw-35-00658,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0001wb-17-00643,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0807wb-08-29218,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1514wb-35-27255,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1800tw-44-09949,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1003wb-95-22119,0,3,0,0.0,1.0,0.0
203,clueweb12-1511wb-62-11831,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0800tw-51-23885,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0102wb-35-04103,0,3,0,0.0,1.0,0.0
203,clueweb12-0002wb-33-15556,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-0002wb-20-08962,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1407wb-51-02430,0,3,2,0.0,1.0,0.6666666666666666
203,clueweb12-0002wb-05-12516,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1815wb-34-17034,0,3,0,0.0,1.0,0.0
203,clueweb12-1902wb-06-04797,3,3,0,1.0,1.0,0.0
203,clueweb12-0003wb-25-19194,0,3,0,0.0,1.0,0.0
203,clueweb12-1901wb-72-08479,3,3,0,1.0,1.0,0.0
203,clueweb12-1902wb-22-12641,3,3,0,1.0,1.0,0.0
203,clueweb12-0301tw-23-04341,1,3,1,0.3333333333333333,1.0,0.3333333333333333
203,clueweb12-0200tw-68-00089,0,3,0,0.0,1.0,0.0
203,clueweb12-0202wb-60-09122,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-0500tw-26-08047,3,3,0,1.0,1.0,0.0
203,clueweb12-1107wb-86-24665,0,3,0,0.0,1.0,0.0
203,clueweb12-0006wb-64-23270,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1900tw-47-15481,0,3,0,0.0,1.0,0.0
203,clueweb12-0005wb-75-04452,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-0918wb-80-03907,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-0509wb-06-11124,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1700tw-08-12581,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1506wb-15-02973,0,3,0,0.0,1.0,0.0
203,clueweb12-0101wb-94-26017,0,3,0,0.0,1.0,0.0
203,clueweb12-0311wb-95-07417,0,3,0,0.0,1.0,0.0
203,clueweb12-0914wb-44-07104,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0003wb-48-11669,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1900tw-42-00061,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1018wb-61-02085,0,3,0,0.0,1.0,0.0
203,clueweb12-1312wb-99-06222,0,3,0,0.0,1.0,0.0
203,clueweb12-1800tw-37-21667,0,3,0,0.0,1.0,0.0
203,clueweb12-0900wb-33-10236,0,3,0,0.0,1.0,0.0
203,clueweb12-1300tw-38-16260,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1503wb-38-28727,0,3,0,0.0,1.0,0.0
203,clueweb12-0800tw-09-03472,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-0403wb-30-20219,0,3,0,0.0,1.0,0.0
203,clueweb12-0919wb-35-04365,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-1003wb-11-06698,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-1414wb-68-11363,0,3,0,0.0,1.0,0.0
203,clueweb12-1617wb-17-11501,1,3,1,0.3333333333333333,1.0,0.3333333333333333
203,clueweb12-0102wb-31-05423,0,3,0,0.0,1.0,0.0
203,clueweb12-0308wb-78-29717,0,3,0,0.0,1.0,0.0
203,clueweb12-1207wb-36-23201,0,3,0,0.0,1.0,0.0
203,clueweb12-0609wb-45-30723,0,3,2,0.0,1.0,0.6666666666666666
203,clueweb12-1200tw-37-00673,0,3,0,0.0,1.0,0.0
203,clueweb12-0501wb-01-09771,0,3,0,0.0,1.0,0.0
203,clueweb12-1410wb-95-08491,0,3,0,0.0,1.0,0.0
203,clueweb12-1200tw-74-13693,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1300wb-35-07121,0,3,0,0.0,1.0,0.0
203,clueweb12-1405wb-22-16043,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-0305wb-49-06640,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1400tw-34-03508,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-0210wb-12-20721,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-0210wb-17-20746,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-1309wb-31-00313,0,3,0,0.0,1.0,0.0
203,clueweb12-1501wb-94-11940,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-0911wb-81-12075,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1207wb-31-13159,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1500wb-48-08732,0,3,0,0.0,1.0,0.0
203,clueweb12-0211wb-43-35222,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1808wb-26-16413,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-1411wb-38-21870,0,3,0,0.0,1.0,0.0
203,clueweb12-1515wb-93-32165,2,3,2,0.6666666666666666,1.0,0.6666666666666666
203,clueweb12-1400tw-21-17183,0,3,0,0.0,1.0,0.0
203,clueweb12-0003wb-84-30868,0,3,0,0.0,1.0,0.0
203,clueweb12-0003wb-97-17800,0,3,0,0.0,1.0,0.0
203,clueweb12-0209wb-63-17124,1,3,1,0.3333333333333333,1.0,0.3333333333333333
203,clueweb12-1500tw-73-19431,0,3,0,0.0,1.0,0.0
203,clueweb12-1800tw-20-02856,0,3,0,0.0,1.0,0.0
203,clueweb12-1410wb-84-11296,0,3,0,0.0,1.0,0.0
203,clueweb12-0013wb-46-10058,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-0803wb-85-02136,1,3,0,0.3333333333333333,1.0,0.0
203,clueweb12-1406wb-75-24823,0,3,0,0.0,1.0,0.0
203,clueweb12-0310wb-22-09840,2,3,0,0.6666666666666666,1.0,0.0
203,clueweb12-1115wb-16-25355,0,3,0,0.0,1.0,0.0
203,clueweb12-1115wb-28-24339,0,3,0,0.0,1.0,0.0
203,clueweb12-1300tw-56-10630,0,3,0,0.0,1.0,0.0
204,clueweb12-1209wb-22-00167,1,2,1,0.5,1.0,0.5
204,clueweb12-0304wb-27-03544,2,2,1,1.0,1.0,0.5
204,clueweb12-1212wb-63-17269,1,2,1,0.5,1.0,0.5
204,clueweb12-1208wb-62-05131,2,2,2,1.0,1.0,1.0
204,clueweb12-1210wb-17-01493,1,2,1,0.5,1.0,0.5
204,clueweb12-1211wb-86-18507,1,2,0,0.5,1.0,0.0
204,clueweb12-0005wb-65-23314,2,2,2,1.0,1.0,1.0
204,clueweb12-0300wb-98-20074,2,2,0,1.0,1.0,0.0
204,clueweb12-1209wb-79-28735,2,2,1,1.0,1.0,0.5
204,clueweb12-1801wb-68-09002,1,2,0,0.5,1.0,0.0
204,clueweb12-1214wb-14-27004,1,2,0,0.5,1.0,0.0
204,clueweb12-1210wb-37-17086,0,2,0,0.0,1.0,0.0
204,clueweb12-1211wb-30-02358,1,2,1,0.5,1.0,0.5
204,clueweb12-1210wb-73-28398,0,2,0,0.0,1.0,0.0
204,clueweb12-1811wb-65-06425,1,2,0,0.5,1.0,0.0
204,clueweb12-1211wb-53-27050,0,2,0,0.0,1.0,0.0
204,clueweb12-0207wb-85-00335,2,2,1,1.0,1.0,0.5
204,clueweb12-1212wb-42-29922,0,2,0,0.0,1.0,0.0
204,clueweb12-1801wb-97-25922,1,2,0,0.5,1.0,0.0
204,clueweb12-0202wb-25-15698,2,2,1,1.0,1.0,0.5
204,clueweb12-1912wb-52-13818,1,2,1,0.5,1.0,0.5
204,clueweb12-0301wb-18-21387,2,2,1,1.0,1.0,0.5
204,clueweb12-1801wb-85-15691,2,2,0,1.0,1.0,0.0
204,clueweb12-1500tw-44-16993,1,2,1,0.5,1.0,0.5
204,clueweb12-1209wb-88-20908,2,2,0,1.0,1.0,0.0
204,clueweb12-1007wb-11-00884,2,2,1,1.0,1.0,0.5
204,clueweb12-0507wb-52-13388,2,2,1,1.0,1.0,0.5
204,clueweb12-1213wb-06-18859,1,2,0,0.5,1.0,0.0
204,clueweb12-0200wb-52-06045,2,2,1,1.0,1.0,0.5
204,clueweb12-0301wb-92-07679,1,2,0,0.5,1.0,0.0
204,clueweb12-1213wb-67-03123,2,2,2,1.0,1.0,1.0
204,clueweb12-0301wb-38-34520,0,2,0,0.0,1.0,0.0
204,clueweb12-0301wb-43-25002,2,2,0,1.0,1.0,0.0
204,clueweb12-1712wb-63-08995,0,2,0,0.0,1.0,0.0
204,clueweb12-0612wb-33-04022,2,2,0,1.0,1.0,0.0
204,clueweb12-0209wb-92-06352,2,2,1,1.0,1.0,0.5
204,clueweb12-1414wb-89-16666,2,2,2,1.0,1.0,1.0
204,clueweb12-1214wb-05-12168,1,2,0,0.5,1.0,0.0
204,clueweb12-0704wb-37-23358,1,2,1,0.5,1.0,0.5
204,clueweb12-1214wb-05-12154,1,2,0,0.5,1.0,0.0
204,clueweb12-1214wb-14-27018,1,2,0,0.5,1.0,0.0
204,clueweb12-0210wb-74-28352,0,2,0,0.0,1.0,0.0
204,clueweb12-1912wb-09-13899,1,2,0,0.5,1.0,0.0
204,clueweb12-0603wb-72-20767,2,2,1,1.0,1.0,0.5
204,clueweb12-1712wb-82-03184,1,2,0,0.5,1.0,0.0
204,clueweb12-0304wb-49-17269,1,2,0,0.5,1.0,0.0
204,clueweb12-0906wb-71-07152,1,2,1,0.5,1.0,0.5
204,clueweb12-0305wb-38-08344,0,2,0,0.0,1.0,0.0
204,clueweb12-0204wb-92-17336,2,2,0,1.0,1.0,0.0
204,clueweb12-1607wb-98-27514,2,2,2,1.0,1.0,1.0
204,clueweb12-1804wb-89-24145,1,2,1,0.5,1.0,0.5
204,clueweb12-0201wb-83-20464,2,2,2,1.0,1.0,1.0
204,clueweb12-0611wb-96-11773,2,2,0,1.0,1.0,0.0
204,clueweb12-0300wb-90-13981,1,2,0,0.5,1.0,0.0
204,clueweb12-0311wb-16-15162,1,2,0,0.5,1.0,0.0
204,clueweb12-1500wb-02-11520,2,2,2,1.0,1.0,1.0
204,clueweb12-0302wb-08-19033,1,2,0,0.5,1.0,0.0
204,clueweb12-1216wb-39-22038,1,2,0,0.5,1.0,0.0
204,clueweb12-0305wb-54-22614,0,2,0,0.0,1.0,0.0
204,clueweb12-1212wb-63-17255,1,2,1,0.5,1.0,0.5
204,clueweb12-0305wb-73-18682,1,2,0,0.5,1.0,0.0
204,clueweb12-1214wb-70-11842,1,2,0,0.5,1.0,0.0
204,clueweb12-0200tw-45-03773,1,2,0,0.5,1.0,0.0
204,clueweb12-1217wb-97-20198,2,2,2,1.0,1.0,1.0
204,clueweb12-1213wb-51-00442,1,2,0,0.5,1.0,0.0
204,clueweb12-1214wb-79-30532,1,2,0,0.5,1.0,0.0
204,clueweb12-0305wb-38-08330,0,2,0,0.0,1.0,0.0
204,clueweb12-1002wb-13-14971,1,2,1,0.5,1.0,0.5
204,clueweb12-0703wb-39-16734,2,2,2,1.0,1.0,1.0
204,clueweb12-1213wb-59-14347,1,2,1,0.5,1.0,0.5
