QueryId,DocumentId,pagerank_score
201,clueweb12-1812wb-83-07588,1.7070083020644906e-08
201,clueweb12-1200tw-71-00213,1.7070083020644906e-08
201,clueweb12-1100tw-71-09590,1.7070083020644906e-08
201,clueweb12-1608wb-61-17370,1.7070083020644906e-08
201,clueweb12-1500tw-89-03150,1.7710211282295242e-08
201,clueweb12-1203wb-45-10051,1.845414488671429e-08
201,clueweb12-0611wb-37-01840,1.743587059873081e-08
201,clueweb12-1604wb-20-11054,7.405369289803053e-08
201,clueweb12-0902wb-72-11855,1.7607790820424288e-08
201,clueweb12-1203wb-51-26700,1.845414488671429e-08
201,clueweb12-0910wb-29-12247,1.7070083020644906e-08
201,clueweb12-1200tw-27-17833,1.9630596067246243e-08
201,clueweb12-1910wb-84-16059,2.244425600527069e-08
201,clueweb12-0108wb-37-07006,3.5713170601681164e-08
201,clueweb12-0500tw-11-00340,2.7504174135493606e-08
201,clueweb12-0600tw-27-03059,1.7070083020644906e-08
201,clueweb12-0906wb-09-33744,1.7070083020644906e-08
201,clueweb12-0606wb-18-17991,1.7070083020644906e-08
201,clueweb12-1811wb-98-08858,1.7070083020644906e-08
201,clueweb12-1811wb-56-16219,1.7070083020644906e-08
201,clueweb12-0401tw-01-03242,2.922089709997381e-08
201,clueweb12-0906wb-67-25261,1.7070083020644906e-08
201,clueweb12-0908wb-88-00684,1.92503499899694e-08
201,clueweb12-0713wb-63-21836,2.1589053355012406e-07
201,clueweb12-1600tw-40-06466,1.7070083020644906e-08
201,clueweb12-0906wb-86-33232,1.7070083020644906e-08
201,clueweb12-0714wb-00-13547,2.336896765639354e-08
201,clueweb12-0800tw-43-07338,1.7070083020644906e-08
201,clueweb12-0301tw-21-03835,2.0638387740716247e-08
201,clueweb12-0200tw-44-09077,1.7070083020644906e-08
201,clueweb12-0800tw-24-10527,1.7070083020644906e-08
201,clueweb12-0400tw-96-01734,1.7070083020644906e-08
201,clueweb12-0307wb-47-02869,1.835033954394557e-08
202,clueweb12-1900tw-53-20555,1.886244215326585e-08
202,clueweb12-0601wb-18-11856,1.7070083020644906e-08
202,clueweb12-1116wb-12-30914,1.7070083020644906e-08
202,clueweb12-1811wb-97-04637,2.5356640986259512e-08
202,clueweb12-1217wb-38-28443,1.7070083020644906e-08
202,clueweb12-1118wb-60-01284,1.7070083020644906e-08
202,clueweb12-0510wb-95-32597,1.7070083020644906e-08
202,clueweb12-1707wb-98-07904,1.7070083020644906e-08
202,clueweb12-0818wb-09-01540,1.9778939186672603e-08
202,clueweb12-1215wb-33-08369,1.7070083020644906e-08
202,clueweb12-0814wb-20-13703,1.7710211282295242e-08
202,clueweb12-1216wb-41-05666,1.7070083020644906e-08
202,clueweb12-0500tw-06-07919,1.7070083020644906e-08
202,clueweb12-1809wb-61-03622,1.7070083020644906e-08
202,clueweb12-1806wb-88-04355,1.7070083020644906e-08
202,clueweb12-1212wb-02-13082,1.7070083020644906e-08
202,clueweb12-0905wb-62-10264,1.7070083020644906e-08
202,clueweb12-0303wb-04-08428,3.333222827122326e-08
202,clueweb12-1300wb-41-17656,1.7070083020644906e-08
202,clueweb12-1200wb-30-18551,1.7491881629489066e-08
202,clueweb12-1909wb-65-23698,1.7070083020644906e-08
202,clueweb12-0307wb-14-10525,1.7070083020644906e-08
202,clueweb12-1715wb-42-07042,1.7582185629965168e-08
202,clueweb12-0206wb-61-12908,1.7070083020644906e-08
202,clueweb12-0100tw-12-07624,1.7070083020644906e-08
202,clueweb12-1100tw-35-08357,1.7070083020644906e-08
202,clueweb12-0302wb-25-22790,1.963059606724624e-08
202,clueweb12-1200wb-95-00626,1.840209572524641e-08
202,clueweb12-0800tw-32-12258,1.7070083020644906e-08
202,clueweb12-1117wb-31-15779,2.9487197102996283e-08
202,clueweb12-0209wb-09-11391,1.7070083020644906e-08
202,clueweb12-0013wb-45-00465,2.142176938333397e-08
202,clueweb12-0900tw-05-12646,1.7070083020644906e-08
202,clueweb12-1116wb-59-18964,1.963059606724624e-08
202,clueweb12-0100wb-98-08558,4.2643520052763264e-08
202,clueweb12-1013wb-15-21838,1.9003525629260247e-08
202,clueweb12-0511wb-25-03910,2.125138844161561e-08
202,clueweb12-0211wb-82-32886,2.1261267207833275e-08
202,clueweb12-1600wb-83-17270,1.7070083020644906e-08
202,clueweb12-0405wb-59-02836,1.7070083020644906e-08
202,clueweb12-1512wb-89-10326,1.7735151439226137e-08
202,clueweb12-0209wb-80-33566,1.7390147151470067e-08
202,clueweb12-1100wb-60-04970,1.7070083020644906e-08
202,clueweb12-0815wb-27-27558,1.7070083020644906e-08
202,clueweb12-1013wb-51-06456,3.196339469449988e-08
202,clueweb12-0305wb-95-20076,1.7070083020644906e-08
202,clueweb12-1115wb-60-25601,2.2495779784850003e-08
202,clueweb12-0809wb-10-15178,1.7070083020644906e-08
202,clueweb12-0900tw-27-15704,1.7070083020644906e-08
202,clueweb12-0104wb-57-26599,2.100806749794649e-08
202,clueweb12-0111wb-82-16175,1.7070083020644906e-08
202,clueweb12-1304wb-62-13501,1.7070083020644906e-08
202,clueweb12-0400tw-11-19082,1.7070083020644906e-08
202,clueweb12-1305wb-00-27580,1.7070083020644906e-08
202,clueweb12-0815wb-64-21898,2.1959710717239832e-08
202,clueweb12-1011wb-89-16132,1.7070083020644906e-08
202,clueweb12-1400tw-68-02181,1.7070083020644906e-08
202,clueweb12-0809wb-89-07523,1.7070083020644906e-08
202,clueweb12-1900tw-33-12824,1.7901030558853038e-08
202,clueweb12-0502wb-65-22527,1.8159663411817304e-08
202,clueweb12-0503wb-06-01803,1.8159663411817304e-08
202,clueweb12-0502wb-85-19374,1.8159663411817304e-08
202,clueweb12-1314wb-40-05225,1.7070083020644906e-08
202,clueweb12-1118wb-62-01765,1.7070083020644906e-08
202,clueweb12-1706wb-21-14905,1.7070083020644906e-08
202,clueweb12-0000wb-30-27936,1.7070083020644906e-08
202,clueweb12-1009wb-18-00169,1.7450211310502137e-08
202,clueweb12-0206wb-16-22957,1.8586845350447805e-08
202,clueweb12-0404wb-43-03460,1.7666567038115642e-08
202,clueweb12-0007wb-37-05166,1.83263233668539e-08
202,clueweb12-0607wb-52-08854,1.8040197206964485e-08
202,clueweb12-0612wb-66-29076,1.7070083020644906e-08
202,clueweb12-0300wb-04-21283,1.7070083020644906e-08
202,clueweb12-0900tw-38-06478,1.7070083020644906e-08
202,clueweb12-1908wb-87-05618,1.7070083020644906e-08
202,clueweb12-0702wb-44-04201,1.7070083020644906e-08
202,clueweb12-1004wb-52-14370,1.7070083020644906e-08
202,clueweb12-1105wb-65-18392,1.7070083020644906e-08
202,clueweb12-0400tw-26-03936,1.7070083020644906e-08
202,clueweb12-0212wb-15-25356,1.8808439284483288e-08
202,clueweb12-0204wb-66-13464,1.7070083020644906e-08
202,clueweb12-0012wb-31-00097,1.7443880569568702e-08
202,clueweb12-1315wb-60-25009,1.953524699485261e-08
202,clueweb12-0703wb-64-12446,1.7070083020644906e-08
202,clueweb12-0906wb-90-22458,1.7070083020644906e-08
202,clueweb12-0305wb-73-09000,1.855913235085296e-08
202,clueweb12-1800tw-16-11800,1.7070083020644906e-08
202,clueweb12-0009wb-61-08932,1.7070083020644906e-08
202,clueweb12-1415wb-40-03869,1.8690498659818417e-08
202,clueweb12-0716wb-07-24100,1.743587059873081e-08
202,clueweb12-0510wb-96-30728,1.835033954394557e-08
202,clueweb12-1117wb-75-07056,1.7070083020644906e-08
202,clueweb12-1102wb-75-16220,1.7070083020644906e-08
202,clueweb12-1500wb-66-14018,1.7070083020644906e-08
202,clueweb12-0105wb-91-03965,1.7499519177707357e-08
202,clueweb12-0815wb-98-10077,1.7070083020644906e-08
202,clueweb12-1807wb-86-09003,1.7070083020644906e-08
202,clueweb12-0912wb-48-24011,1.7070083020644906e-08
202,clueweb12-0006wb-02-16302,1.767204862801185e-08
202,clueweb12-1007wb-91-07147,1.7070083020644906e-08
203,clueweb12-1400tw-55-13237,1.7070083020644906e-08
203,clueweb12-1007wb-38-22258,2.1476425100160488e-08
203,clueweb12-0103wb-33-26806,1.7070083020644906e-08
203,clueweb12-1700tw-41-12266,1.9687891739723768e-08
203,clueweb12-0002wb-56-15117,2.0037856457170344e-08
203,clueweb12-0712wb-43-02163,1.7326134325305044e-08
203,clueweb12-1210wb-83-28574,1.7070083020644906e-08
203,clueweb12-1800tw-54-04940,1.7070083020644906e-08
203,clueweb12-1405wb-01-18878,1.7070083020644906e-08
203,clueweb12-1200tw-36-07532,1.7070083020644906e-08
203,clueweb12-0103wb-27-32640,1.7070083020644906e-08
203,clueweb12-1503wb-16-12246,1.8990467805595917e-08
203,clueweb12-1616wb-24-00943,2.7978469503769826e-08
203,clueweb12-1100tw-30-02547,1.7070083020644906e-08
203,clueweb12-0311wb-87-16614,1.7070083020644906e-08
203,clueweb12-1800tw-36-13939,1.7070083020644906e-08
203,clueweb12-1200tw-35-00658,1.7070083020644906e-08
203,clueweb12-0001wb-17-00643,1.7493700497971495e-08
203,clueweb12-0807wb-08-29218,1.7923587369512018e-08
203,clueweb12-1514wb-35-27255,3.407257842298915e-08
203,clueweb12-1800tw-44-09949,2.6177983355651528e-08
203,clueweb12-1003wb-95-22119,1.7070083020644906e-08
203,clueweb12-1511wb-62-11831,1.743587059873081e-08
203,clueweb12-0800tw-51-23885,1.7070083020644906e-08
203,clueweb12-0102wb-35-04103,1.7878666087992694e-08
203,clueweb12-0002wb-33-15556,2.0082447611678825e-08
203,clueweb12-0002wb-20-08962,2.0082447611678825e-08
203,clueweb12-1407wb-51-02430,1.9374012500883205e-08
203,clueweb12-0002wb-05-12516,1.7390637563592526e-08
203,clueweb12-1815wb-34-17034,1.916871211569201e-08
203,clueweb12-1902wb-06-04797,1.7070083020644906e-08
203,clueweb12-0003wb-25-19194,1.8808057550014707e-08
203,clueweb12-1901wb-72-08479,1.7070083020644906e-08
203,clueweb12-1902wb-22-12641,1.7070083020644906e-08
203,clueweb12-0301tw-23-04341,1.7070083020644906e-08
203,clueweb12-0200tw-68-00089,2.0470502552551397e-08
203,clueweb12-0202wb-60-09122,1.7070083020644906e-08
203,clueweb12-0500tw-26-08047,1.7070083020644906e-08
203,clueweb12-1107wb-86-24665,1.7070083020644906e-08
203,clueweb12-0006wb-64-23270,1.7070083020644906e-08
203,clueweb12-1900tw-47-15481,1.7070083020644906e-08
203,clueweb12-0005wb-75-04452,1.7735151439226137e-08
203,clueweb12-0918wb-80-03907,1.7070083020644906e-08
203,clueweb12-0509wb-06-11124,1.7070083020644906e-08
203,clueweb12-1700tw-08-12581,1.7070083020644906e-08
203,clueweb12-1506wb-15-02973,1.7070083020644906e-08
203,clueweb12-0101wb-94-26017,1.845414488671429e-08
203,clueweb12-0311wb-95-07417,1.7070083020644906e-08
203,clueweb12-0914wb-44-07104,1.7435870598730807e-08
203,clueweb12-0003wb-48-11669,1.7070083020644906e-08
203,clueweb12-1900tw-42-00061,1.7070083020644906e-08
203,clueweb12-1018wb-61-02085,1.7070083020644906e-08
203,clueweb12-1312wb-99-06222,1.7070083020644906e-08
203,clueweb12-1800tw-37-21667,1.7070083020644906e-08
203,clueweb12-0900wb-33-10236,1.975862201954181e-08
203,clueweb12-1300tw-38-16260,1.7070083020644906e-08
203,clueweb12-1503wb-38-28727,1.7070083020644906e-08
203,clueweb12-0800tw-09-03472,1.7070083020644906e-08
203,clueweb12-0403wb-30-20219,1.7070083020644906e-08
203,clueweb12-0919wb-35-04365,1.7070083020644906e-08
203,clueweb12-1003wb-11-06698,1.7070083020644906e-08
203,clueweb12-1414wb-68-11363,3.758615209000896e-08
203,clueweb12-1617wb-17-11501,1.7070083020644906e-08
203,clueweb12-0102wb-31-05423,1.7286257838444608e-08
203,clueweb12-0308wb-78-29717,1.7070083020644906e-08
203,clueweb12-1207wb-36-23201,7.607629056391914e-08
203,clueweb12-0609wb-45-30723,1.7813785099624125e-08
203,clueweb12-1200tw-37-00673,1.7070083020644906e-08
203,clueweb12-0501wb-01-09771,1.7070083020644906e-08
203,clueweb12-1410wb-95-08491,2.2191109113847573e-08
203,clueweb12-1200tw-74-13693,1.7070083020644906e-08
203,clueweb12-1300wb-35-07121,1.7662422618171674e-08
203,clueweb12-1405wb-22-16043,1.7070083020644906e-08
203,clueweb12-0305wb-49-06640,1.8235535450228104e-08
203,clueweb12-1400tw-34-03508,1.7070083020644906e-08
203,clueweb12-0210wb-12-20721,1.7070083020644906e-08
203,clueweb12-0210wb-17-20746,1.7070083020644906e-08
203,clueweb12-1309wb-31-00313,1.7070083020644906e-08
203,clueweb12-1501wb-94-11940,1.7070083020644906e-08
203,clueweb12-0911wb-81-12075,1.7070083020644906e-08
203,clueweb12-1207wb-31-13159,1.7070083020644906e-08
203,clueweb12-1500wb-48-08732,1.7359406542254982e-08
203,clueweb12-0211wb-43-35222,1.7070083020644906e-08
203,clueweb12-1808wb-26-16413,1.7070083020644906e-08
203,clueweb12-1411wb-38-21870,1.7485218517448034e-08
203,clueweb12-1515wb-93-32165,1.7070083020644906e-08
203,clueweb12-1400tw-21-17183,1.7286160078197514e-08
203,clueweb12-0003wb-84-30868,1.725747459592557e-08
203,clueweb12-0003wb-97-17800,1.7489874908791558e-08
203,clueweb12-0209wb-63-17124,1.7070083020644906e-08
203,clueweb12-1500tw-73-19431,1.8401213196195014e-08
203,clueweb12-1800tw-20-02856,1.7070083020644906e-08
203,clueweb12-1410wb-84-11296,1.7612261543678817e-08
203,clueweb12-0013wb-46-10058,1.7070083020644906e-08
203,clueweb12-0803wb-85-02136,1.7443880569568702e-08
203,clueweb12-1406wb-75-24823,1.7070083020644906e-08
203,clueweb12-0310wb-22-09840,1.7070083020644906e-08
203,clueweb12-1115wb-16-25355,1.7070083020644906e-08
203,clueweb12-1115wb-28-24339,1.7070083020644906e-08
203,clueweb12-1300tw-56-10630,1.7710211282295242e-08
204,clueweb12-1209wb-22-00167,1.7070083020644906e-08
204,clueweb12-0304wb-27-03544,1.7070083020644906e-08
204,clueweb12-1212wb-63-17269,4.604478396522879e-08
204,clueweb12-1208wb-62-05131,2.1821134514606083e-08
204,clueweb12-1210wb-17-01493,2.090119031442312e-08
204,clueweb12-1211wb-86-18507,2.1967495791891112e-08
204,clueweb12-0005wb-65-23314,1.7070083020644906e-08
204,clueweb12-0300wb-98-20074,1.7070083020644906e-08
204,clueweb12-1209wb-79-28735,2.2444968391117996e-08
204,clueweb12-1801wb-68-09002,1.928603962315285e-08
204,clueweb12-1214wb-14-27004,1.7070083020644906e-08
204,clueweb12-1210wb-37-17086,2.0931177657252566e-08
204,clueweb12-1211wb-30-02358,2.1735849759793773e-08
204,clueweb12-1210wb-73-28398,2.0481999491128844e-08
204,clueweb12-1811wb-65-06425,1.7070083020644906e-08
204,clueweb12-1211wb-53-27050,1.7490925761731313e-08
204,clueweb12-0207wb-85-00335,1.7070083020644906e-08
204,clueweb12-1212wb-42-29922,1.7070083020644906e-08
204,clueweb12-1801wb-97-25922,1.8966761156572045e-08
204,clueweb12-0202wb-25-15698,1.7070083020644906e-08
204,clueweb12-1912wb-52-13818,2.1442727787589602e-08
204,clueweb12-0301wb-18-21387,2.0256643104539972e-08
204,clueweb12-1801wb-85-15691,1.7070083020644906e-08
204,clueweb12-1500tw-44-16993,1.7070083020644906e-08
204,clueweb12-1209wb-88-20908,1.7070083020644906e-08
204,clueweb12-1007wb-11-00884,1.7070083020644906e-08
204,clueweb12-0507wb-52-13388,1.7070083020644906e-08
204,clueweb12-1213wb-06-18859,2.0604083189152685e-08
204,clueweb12-0200wb-52-06045,3.35492492991404e-08
204,clueweb12-0301wb-92-07679,1.7070083020644906e-08
204,clueweb12-1213wb-67-03123,1.7070083020644906e-08
204,clueweb12-0301wb-38-34520,1.954296432871661e-08
204,clueweb12-0301wb-43-25002,1.7070083020644906e-08
204,clueweb12-1712wb-63-08995,1.7070083020644906e-08
204,clueweb12-0612wb-33-04022,1.7070083020644906e-08
204,clueweb12-0209wb-92-06352,1.7070083020644906e-08
204,clueweb12-1414wb-89-16666,1.7070083020644906e-08
204,clueweb12-1214wb-05-12168,1.7070083020644906e-08
204,clueweb12-0704wb-37-23358,1.7070083020644906e-08
204,clueweb12-1214wb-05-12154,1.7070083020644906e-08
204,clueweb12-1214wb-14-27018,1.7070083020644906e-08
204,clueweb12-0210wb-74-28352,2.058916936291879e-08
204,clueweb12-1912wb-09-13899,1.7070083020644906e-08
204,clueweb12-0603wb-72-20767,1.1467525266129572e-07
204,clueweb12-1712wb-82-03184,1.7070083020644906e-08
204,clueweb12-0304wb-49-17269,2.0038634967372315e-08
204,clueweb12-0906wb-71-07152,2.0137837702401584e-08
204,clueweb12-0305wb-38-08344,2.0038634967372315e-08
204,clueweb12-0204wb-92-17336,1.7070083020644906e-08
204,clueweb12-1607wb-98-27514,1.7070083020644906e-08
204,clueweb12-1804wb-89-24145,6.857171621287272e-08
204,clueweb12-0201wb-83-20464,1.7070083020644906e-08
204,clueweb12-0611wb-96-11773,1.7070083020644906e-08
204,clueweb12-0300wb-90-13981,1.7070083020644906e-08
204,clueweb12-0311wb-16-15162,1.7070083020644906e-08
204,clueweb12-1500wb-02-11520,1.814600512159073e-08
204,clueweb12-0302wb-08-19033,1.7070083020644906e-08
204,clueweb12-1216wb-39-22038,1.7244479146531508e-08
204,clueweb12-0305wb-54-22614,2.0038634967372315e-08
204,clueweb12-1212wb-63-17255,3.209494863589555e-08
204,clueweb12-0305wb-73-18682,2.0038634967372315e-08
204,clueweb12-1214wb-70-11842,1.7070083020644906e-08
204,clueweb12-0200tw-45-03773,1.7070083020644906e-08
204,clueweb12-1217wb-97-20198,1.7070083020644906e-08
204,clueweb12-1213wb-51-00442,1.7070083020644906e-08
204,clueweb12-1214wb-79-30532,1.7418875272418113e-08
204,clueweb12-0305wb-38-08330,2.0038634967372315e-08
204,clueweb12-1002wb-13-14971,4.9180301445930277e-08
204,clueweb12-0703wb-39-16734,1.7070083020644906e-08
204,clueweb12-1213wb-59-14347,1.7070083020644906e-08
204,clueweb12-1215wb-29-30867,1.7070083020644906e-08
204,clueweb12-0109wb-25-33221,2.2426607023986143e-08
204,clueweb12-1214wb-70-11828,1.7070083020644906e-08
204,clueweb12-0305wb-63-07113,2.0038634967372315e-08
204,clueweb12-1007wb-11-00898,1.7070083020644906e-08
204,clueweb12-1216wb-31-19496,1.7070083020644906e-08
204,clueweb12-1214wb-75-09956,1.7070083020644906e-08
204,clueweb12-0602wb-06-32289,1.7070083020644906e-08
204,clueweb12-0404wb-40-14291,1.7070083020644906e-08
204,clueweb12-0200tw-06-15386,1.7070083020644906e-08
204,clueweb12-0305wb-18-29087,2.0038634967372315e-08
204,clueweb12-1216wb-35-01768,1.7070083020644906e-08
204,clueweb12-0304wb-61-02465,2.0038634967372315e-08
204,clueweb12-1214wb-87-08035,1.7070083020644906e-08
204,clueweb12-0304wb-72-18496,2.0038634967372315e-08
204,clueweb12-0304wb-89-20057,2.0038634967372315e-08
204,clueweb12-0915wb-69-11139,1.7070083020644906e-08
204,clueweb12-0302wb-54-03735,1.7070083020644906e-08
204,clueweb12-0305wb-28-17975,2.0038634967372315e-08
204,clueweb12-0305wb-73-18696,1.7070083020644906e-08
204,clueweb12-0301wb-68-20779,1.7582185629965168e-08
204,clueweb12-1214wb-75-09942,1.7070083020644906e-08
204,clueweb12-1213wb-79-07563,1.7070083020644906e-08
204,clueweb12-1213wb-04-30495,1.8699957836612498e-08
204,clueweb12-0305wb-88-33877,1.7070083020644906e-08
204,clueweb12-1215wb-42-02336,1.7070083020644906e-08
204,clueweb12-0705wb-15-12013,1.7070083020644906e-08
204,clueweb12-0200tw-05-19705,1.7070083020644906e-08
204,clueweb12-0405wb-90-29008,1.7070083020644906e-08
204,clueweb12-1214wb-79-30547,1.7070083020644906e-08
205,clueweb12-0210wb-94-21302,1.7070083020644906e-08
205,clueweb12-0812wb-07-15129,1.7070083020644906e-08
205,clueweb12-1700wb-57-08015,1.7070083020644906e-08
205,clueweb12-0506wb-31-30726,1.7070083020644906e-08
205,clueweb12-1303wb-72-10088,1.7070083020644906e-08
205,clueweb12-0206wb-17-34429,1.7354584470267278e-08
205,clueweb12-0403wb-95-09741,1.7070083020644906e-08
205,clueweb12-0205wb-05-02301,1.845414488671429e-08
205,clueweb12-1000tw-21-20542,1.7070083020644906e-08
205,clueweb12-1217wb-27-06974,1.7070083020644906e-08
205,clueweb12-0100wb-18-24730,1.7070083020644906e-08
205,clueweb12-0812wb-84-19751,2.2701872337327922e-08
205,clueweb12-0800tw-07-18666,1.7070083020644906e-08
205,clueweb12-1901wb-60-07140,2.610717679374666e-08
205,clueweb12-1614wb-35-28354,1.7070083020644906e-08
205,clueweb12-1815wb-15-13913,1.7070083020644906e-08
205,clueweb12-1303wb-96-20823,2.6700615062282348e-08
205,clueweb12-1005wb-55-01169,1.7070083020644906e-08
205,clueweb12-1013wb-53-22115,1.7070083020644906e-08
205,clueweb12-0810wb-66-22090,1.7070083020644906e-08
205,clueweb12-0205wb-63-09334,2.0951160545076665e-08
205,clueweb12-1103wb-56-03288,1.7070083020644906e-08
205,clueweb12-1810wb-70-01321,1.7070083020644906e-08
205,clueweb12-1810wb-66-08797,1.7070083020644906e-08
205,clueweb12-1706wb-00-20154,1.7070083020644906e-08
205,clueweb12-1000wb-01-12448,1.7070083020644906e-08
205,clueweb12-1002wb-19-23101,1.7070083020644906e-08
205,clueweb12-1810wb-12-01690,1.7070083020644906e-08
205,clueweb12-1811wb-55-01626,1.7070083020644906e-08
205,clueweb12-1003wb-75-01113,1.7070083020644906e-08
205,clueweb12-0919wb-54-06748,1.7070083020644906e-08
205,clueweb12-1806wb-76-03254,1.7070083020644906e-08
205,clueweb12-0207wb-02-23039,1.7070083020644906e-08
205,clueweb12-0207wb-31-18950,1.7255439977089866e-08
205,clueweb12-1107wb-99-00886,1.7070083020644906e-08
205,clueweb12-0206wb-54-31406,2.505726127911511e-08
205,clueweb12-1511wb-09-03101,1.7070083020644906e-08
205,clueweb12-0103wb-19-05305,1.7070083020644906e-08
205,clueweb12-1900wb-60-17916,1.7070083020644906e-08
205,clueweb12-1103wb-28-03808,1.8473042560776567e-08
205,clueweb12-0817wb-12-17715,2.0082447611678825e-08
205,clueweb12-1610wb-75-27202,1.7070083020644906e-08
205,clueweb12-1101tw-07-17580,2.0082447611678825e-08
205,clueweb12-1100tw-15-19833,1.7070083020644906e-08
205,clueweb12-1100wb-42-09076,1.7070083020644906e-08
205,clueweb12-0103wb-33-14463,1.7070083020644906e-08
205,clueweb12-0103wb-63-11308,1.7070083020644906e-08
205,clueweb12-0812wb-52-19993,1.963059606724624e-08
205,clueweb12-0011wb-86-00741,1.7070083020644906e-08
205,clueweb12-1501wb-67-02282,1.7070083020644906e-08
205,clueweb12-0700tw-68-07494,1.7070083020644906e-08
205,clueweb12-0408wb-60-05897,1.7070083020644906e-08
205,clueweb12-0300wb-06-02438,1.7070083020644906e-08
205,clueweb12-0611wb-39-28761,1.7070083020644906e-08
205,clueweb12-1000wb-49-20156,1.7230115086057492e-08
205,clueweb12-0211wb-60-10100,1.7070083020644906e-08
205,clueweb12-1607wb-55-12775,2.3165514281023338e-08
205,clueweb12-0007wb-87-07069,2.2024078568764533e-08
205,clueweb12-1500tw-21-11556,1.7070083020644906e-08
205,clueweb12-1216wb-93-05359,1.7070083020644906e-08
205,clueweb12-1806wb-56-00524,1.7070083020644906e-08
205,clueweb12-0009wb-62-07312,1.7070083020644906e-08
205,clueweb12-1303wb-94-25019,1.7070083020644906e-08
205,clueweb12-0812wb-91-10125,1.7070083020644906e-08
205,clueweb12-0302wb-47-14952,1.7070083020644906e-08
205,clueweb12-1900wb-59-00786,1.7354584470267278e-08
205,clueweb12-1301wb-05-13794,1.809428823928544e-08
