QueryId,DocumentId
307,XIE20000518.0370
307,XIE20000202.0158
307,XIE20000904.0217
307,XIE20000703.0032
307,XIE20000824.0267
307,XIE19981201.0195
307,XIE19980918.0161
307,XIE19980310.0277
307,XIE19981007.0271
307,XIE19980702.0209
307,NYT19991024.0124
307,NYT20000218.0336
307,NYT20000510.0227
307,NYT19980605.0307
307,NYT19980726.0133
307,NYT19980801.0171
307,APW19990701.0095
307,APW19980602.0026
307,APW19980609.0760
307,APW19980810.0946
307,APW19980810.1029
307,APW19980709.0263
307,APW19981231.0188
307,APW19980604.1359
307,XIE19970114.0096
310,NYT19990503.0188
310,NYT19990809.0225
310,NYT19991025.0333
310,NYT20000726.0313
310,NYT20000328.0130
310,NYT20000503.0455
310,NYT20000503.0464
310,NYT20000712.0085
310,NYT20000712.0216
310,APW20000608.0153
310,XIE19970830.0001
310,NYT19991130.0044
310,NYT19991028.0206
310,NYT19990126.0479
310,NYT19990115.0369
310,NYT19990708.0247
310,NYT19990729.0065
310,NYT19990709.0084
310,NYT19990715.0373
310,NYT19990715.0430
310,NYT19990720.0167
310,NYT19991129.0312
310,NYT19991026.0038
310,NYT19990211.0053
310,NYT20000411.0074
310,NYT20000411.0075
310,NYT20000411.0078
310,NYT20000411.0079
310,NYT20000411.0082
310,NYT20000411.0083
310,NYT20000330.0461
310,NYT20000327.0178
310,NYT20000327.0206
310,NYT20000328.0005
310,NYT20000418.0016
310,NYT20000610.0181
310,NYT20000110.0188
310,NYT20000110.0228
310,NYT20000712.0030
310,NYT19980831.0211
310,NYT19980623.0472
310,NYT19981028.0169
310,NYT19981028.0172
310,APW20000210.0137
310,APW20000210.0273
310,APW20000211.0053
310,APW19981028.1270
310,XIE19991005.0226
310,NYT19990904.0236
310,NYT19990420.0083
310,NYT19990420.0213
310,NYT19990420.0227
310,NYT19990201.0297
310,NYT19990118.0159
310,NYT19990713.0371
310,NYT19990830.0418
310,NYT19990830.0421
310,NYT19990830.0424
310,NYT19990830.0427
310,NYT19990830.0428
310,NYT20000816.0039
310,NYT20000525.0237
310,NYT20000426.0452
310,NYT20000330.0058
310,NYT20000815.0453
310,NYT20000418.0069
310,NYT20000323.0169
310,NYT20000323.0174
310,NYT20000715.0055
310,NYT20000524.0481
310,NYT20000911.0023
310,NYT19980716.0036
310,NYT19980803.0078
310,NYT19981121.0306
310,NYT19981107.0222
310,NYT19980801.0063
310,APW19990102.0036
310,APW19990102.0107
310,APW20000511.0135
310,XIE19960410.0180
310,NYT19990624.0069
310,NYT19990624.0269
310,NYT19990328.0152
310,NYT19990328.0163
310,NYT19990914.0289
310,NYT19990914.0303
310,NYT19990914.0362
310,NYT20000811.0350
310,NYT20000404.0374
310,NYT20000404.0376
310,NYT20000404.0377
310,NYT20000404.0379
310,NYT20000915.0001
310,NYT20000508.0210
310,NYT20000712.0255
310,NYT19981022.0436
310,NYT19981022.0442
310,NYT19980806.0062
310,NYT19980709.0381
310,NYT19981005.0386
314,NYT19990813.0170
314,NYT19990813.0173
314,NYT19990903.0103
314,NYT19990830.0215
314,NYT19990725.0037
314,NYT19991129.0266
314,NYT19990325.0312
314,NYT19990325.0313
314,NYT19990615.0132
314,NYT19990223.0096
314,NYT20000621.0145
314,NYT20000222.0220
314,NYT20000713.0097
314,NYT20000515.0303
314,NYT20000724.0295
314,NYT20000502.0115
314,NYT20000503.0228
314,NYT19980622.0265
314,NYT19980831.0121
314,NYT19980626.0192
314,NYT19980722.0164
314,NYT19980830.0144
314,NYT19981025.0123
314,NYT19981025.0161
314,NYT19981208.0355
314,NYT19981202.0258
314,APW19990207.0034
314,APW19990207.0056
314,APW20000503.0204
314,APW20000404.0176
314,APW19980630.0042
314,XIE19990523.0072
314,XIE20000529.0284
314,XIE20000218.0011
314,XIE20000526.0207
314,XIE20000520.0177
314,XIE19980521.0149
314,XIE19980120.0188
314,NYT19991019.0077
314,NYT19991019.0410
314,NYT19990301.0193
314,NYT19990301.0195
314,NYT19990902.0377
314,NYT19990508.0255
314,NYT19990601.0173
314,NYT19990601.0392
314,NYT19990125.0489
314,NYT19990122.0153
314,NYT19990629.0110
314,NYT19991222.0414
314,NYT19990209.0183
314,NYT19990209.0369
314,NYT19990502.0082
314,NYT19990502.0083
314,NYT19990324.0462
314,NYT19990823.0181
314,NYT19990525.0086
314,NYT19990525.0087
314,NYT19990505.0205
314,NYT19990505.0223
314,NYT19990505.0336
314,NYT19991110.0387
314,NYT19991110.0402
314,NYT19991106.0065
314,NYT19991106.0066
314,NYT19991106.0067
314,NYT19990831.0336
314,NYT19990402.0238
314,NYT19990402.0254
314,NYT19991117.0376
314,NYT19990811.0085
314,NYT19990811.0086
314,NYT19990529.0100
314,NYT19990809.0212
314,NYT19990809.0289
314,NYT19990220.0189
314,NYT19990718.0169
314,NYT19990504.0159
314,NYT19990423.0253
314,NYT19990312.0032
314,NYT19990920.0103
314,NYT19991022.0013
314,NYT19991022.0041
314,NYT19991022.0069
314,NYT19990714.0396
314,NYT19990714.0403
314,NYT19991223.0030
314,NYT19990602.0103
314,NYT19990126.0523
314,NYT19990727.0236
314,NYT19990322.0159
314,NYT19990119.0234
314,NYT19990719.0018
314,NYT19990719.0408
314,NYT19991018.0279
314,NYT19991018.0282
314,NYT19990225.0252
314,NYT19990607.0245
314,NYT19990607.0389
314,NYT19990706.0256
322,NYT19990128.0152
322,NYT19990508.0229
322,NYT19991002.0097
322,NYT19991002.0155
322,NYT19990909.0277
322,NYT19990626.0109
322,NYT19990626.0179
322,NYT19991209.0028
322,NYT19990629.0117
322,NYT19990629.0138
322,NYT19990629.0139
322,NYT19990629.0199
322,NYT19990621.0117
322,NYT19991222.0309
322,NYT19990209.0001
322,NYT19990503.0116
322,NYT19990525.0133
322,NYT19990525.0194
322,NYT19990525.0334
322,NYT19990427.0162
322,NYT19990427.0246
322,NYT19990510.0001
322,NYT19990510.0338
322,NYT19991117.0143
322,NYT19991117.0222
322,NYT19990811.0260
322,NYT19990415.0324
322,NYT19990314.0095
322,NYT19990705.0064
322,NYT19990705.0065
322,NYT19990809.0125
322,NYT19990809.0133
322,NYT19990809.0174
322,NYT19990220.0166
322,NYT19990220.0246
322,NYT19990413.0115
322,NYT19990217.0046
322,NYT19990501.0079
322,NYT19991030.0169
322,NYT19991030.0235
322,NYT19990920.0061
322,NYT19990212.0465
322,NYT19991125.0112
322,NYT19991028.0341
322,NYT19991028.0427
322,NYT19991028.0434
322,NYT19991028.0437
322,NYT19991028.0438
322,NYT19991028.0440
322,NYT19990126.0175
322,NYT19991031.0025
322,NYT19991031.0059
322,NYT19990728.0583
322,NYT19990921.0035
322,NYT19991220.0129
322,NYT19991220.0142
322,NYT19991220.0175
322,NYT19991220.0202
322,NYT19990819.0014
322,NYT19990819.0130
322,NYT19990819.0205
322,NYT19990827.0040
322,NYT19990115.0011
322,NYT19990115.0029
322,NYT19990514.0040
322,NYT19990119.0023
322,NYT19990911.0027
322,NYT19990213.0147
322,NYT19991018.0415
322,NYT19990706.0122
322,NYT19990228.0214
322,NYT19991029.0027
322,NYT19990613.0069
322,NYT19990111.0003
322,NYT19990522.0020
322,NYT19990522.0107
322,NYT19990906.0268
322,NYT19990511.0146
322,NYT19990511.0215
322,NYT19990910.0010
322,NYT19990729.0026
322,NYT19990729.0133
322,NYT19990729.0170
322,NYT19990729.0239
322,NYT19990729.0244
322,NYT19990729.0379
322,NYT19990820.0154
322,NYT19990820.0209
322,NYT19990526.0146
322,NYT19990526.0238
322,NYT19990316.0116
322,NYT19990316.0180
322,NYT19990323.0102
322,NYT19990630.0160
322,NYT19990630.0161
322,NYT19991213.0093
322,NYT19990519.0134
322,NYT19990528.0022
322,NYT19990210.0019
322,NYT19991118.0167
325,NYT19990218.0182
325,NYT19990218.0192
325,NYT19990314.0168
325,NYT19990716.0095
325,NYT19990121.0290
325,NYT19990825.0360
325,NYT20000728.0080
325,NYT20000727.0110
325,NYT20000727.0203
325,NYT20000914.0055
325,NYT20000914.0056
325,NYT20000914.0144
325,NYT20000914.0220
325,NYT19980807.0218
325,APW19990825.0154
325,APW20000906.0042
325,NYT19991019.0215
325,NYT19990128.0386
325,NYT19991127.0188
325,NYT19990813.0341
325,NYT19991001.0027
325,NYT19991001.0240
325,NYT19991001.0242
325,NYT19990601.0078
325,NYT19990601.0079
325,NYT19991210.0069
325,NYT19991109.0148
325,NYT19991109.0149
325,NYT19991109.0150
325,NYT19990125.0257
325,NYT19991229.0293
325,NYT19991222.0247
325,NYT19990420.0127
325,NYT19990503.0032
325,NYT19990503.0287
325,NYT19990502.0081
325,NYT19990823.0180
325,NYT19990823.0186
325,NYT19990823.0213
325,NYT19990823.0341
325,NYT19990823.0393
325,NYT19991130.0187
325,NYT19991130.0256
325,NYT19990520.0219
325,NYT19990427.0080
325,NYT19990218.0004
325,NYT19990218.0006
325,NYT19990218.0149
325,NYT19990510.0202
325,NYT19990822.0219
325,NYT19990831.0263
325,NYT19991117.0011
325,NYT19991117.0023
325,NYT19990811.0458
325,NYT19990415.0095
325,NYT19990415.0097
325,NYT19990415.0115
325,NYT19990415.0141
325,NYT19990415.0146
325,NYT19990415.0438
325,NYT19990415.0439
325,NYT19990415.0441
325,NYT19990415.0494
325,NYT19990227.0251
325,NYT19990705.0170
325,NYT19990809.0056
325,NYT19990809.0058
325,NYT19990809.0292
325,NYT19990217.0566
325,NYT19990624.0151
325,NYT19990624.0160
325,NYT19990624.0167
325,NYT19990312.0410
325,NYT19991010.0090
325,NYT19990212.0263
325,NYT19990212.0465
325,NYT19991031.0016
325,NYT19991031.0098
325,NYT19991031.0187
325,NYT19990903.0098
325,NYT19991220.0061
325,NYT19991220.0062
325,NYT19991220.0376
325,NYT19990702.0173
325,NYT19990827.0102
325,NYT19990827.0361
325,NYT19990115.0359
325,NYT19991224.0060
325,NYT19990514.0359
325,NYT19991108.0287
325,NYT19991108.0444
325,NYT19991108.0472
325,NYT19990719.0365
325,NYT19991225.0072
325,NYT19991225.0073
325,NYT19990213.0002
325,NYT19991018.0188
325,NYT19990112.0094
325,NYT19990112.0159
325,NYT19990706.0166
330,NYT19990131.0179
330,NYT19990131.0240
330,NYT19990131.0241
330,NYT19990131.0242
330,NYT19990505.0411
330,NYT19990831.0313
330,NYT19991117.0273
330,NYT19990217.0408
330,NYT19990504.0137
330,NYT19990504.0138
330,NYT19990407.0100
330,NYT19990407.0101
330,NYT19990126.0341
330,NYT19990719.0498
330,NYT19990719.0540
330,NYT19990225.0126
330,NYT19990225.0127
330,NYT19990111.0409
330,NYT19990111.0417
330,NYT19990329.0068
330,NYT19990329.0069
330,NYT19990323.0325
330,NYT19990204.0033
330,NYT19990204.0034
330,NYT19990204.0035
330,NYT19990802.0140
330,NYT19991112.0188
330,NYT19990114.0222
330,NYT19990224.0203
330,NYT19990224.0204
330,NYT19990430.0115
330,NYT19990430.0116
330,NYT19990321.0092
330,NYT19990321.0154
330,NYT19990321.0218
330,NYT19990428.0175
330,NYT19990428.0176
330,NYT19991102.0300
330,NYT19991016.0060
330,NYT19990313.0089
330,NYT19990313.0126
330,NYT19990406.0193
330,NYT19990406.0194
330,NYT19990205.0112
330,NYT19990205.0114
330,NYT19990205.0116
330,NYT19990207.0047
330,NYT19990207.0048
330,NYT19990207.0049
330,NYT19990403.0142
330,NYT19990327.0058
330,NYT19990327.0059
330,NYT19990327.0209
330,NYT19990219.0399
330,NYT19990516.0169
330,NYT19990429.0178
330,NYT19990429.0179
330,NYT19990302.0145
330,NYT19990302.0146
330,NYT20000605.0191
330,NYT20000605.0336
330,NYT20000219.0142
330,NYT20000219.0144
330,NYT20000925.0469
330,NYT20000926.0111
330,NYT20000228.0010
330,NYT20000228.0018
330,NYT20000228.0019
330,NYT20000228.0021
330,NYT20000228.0278
330,NYT20000228.0279
330,NYT20000318.0100
330,NYT20000628.0122
330,NYT20000224.0157
330,NYT20000224.0158
330,NYT20000527.0035
330,NYT20000527.0036
330,NYT20000817.0293
330,NYT20000525.0037
330,NYT20000525.0041
330,NYT20000902.0081
330,NYT20000217.0146
330,NYT20000217.0149
330,NYT20000927.0018
330,NYT20000927.0019
330,NYT20000223.0368
330,NYT20000223.0373
330,NYT20000223.0374
330,NYT20000629.0214
330,NYT20000203.0139
330,NYT20000203.0141
330,NYT20000203.0371
330,NYT20000203.0372
330,NYT20000201.0146
330,NYT20000201.0147
330,NYT20000202.0140
330,NYT20000202.0141
330,NYT20000124.0400
330,NYT20000328.0377
330,NYT20000229.0388
336,NYT19991019.0280
336,NYT19991109.0350
336,NYT19990502.0205
336,NYT19990714.0439
336,NYT19990921.0094
336,NYT19990921.0117
336,NYT19990921.0130
336,NYT19990921.0179
336,NYT19990921.0186
336,NYT19990921.0219
336,NYT19990824.0181
336,NYT19990824.0182
336,NYT19991011.0402
336,NYT19991011.0403
336,NYT19991011.0404
336,NYT19991011.0405
336,NYT19991011.0406
336,NYT19990729.0219
336,NYT19991206.0261
336,NYT19990709.0241
336,NYT19990709.0316
336,NYT19990513.0350
336,NYT19991227.0004
336,NYT19990524.0020
336,NYT19990901.0096
336,NYT19990722.0215
336,NYT19990715.0133
336,NYT19990817.0026
336,NYT19990805.0197
336,NYT19990429.0118
336,NYT19990429.0249
336,NYT20000108.0214
336,NYT20000205.0310
336,NYT20000628.0170
336,NYT20000706.0242
336,NYT20000419.0207
336,NYT20000419.0210
336,NYT20000419.0214
336,NYT20000419.0215
336,NYT20000711.0021
336,NYT20000727.0219
336,NYT20000222.0005
336,NYT20000222.0017
336,NYT20000801.0213
336,NYT20000801.0217
336,NYT20000801.0224
336,NYT20000801.0234
336,NYT20000801.0247
336,NYT20000801.0253
336,NYT20000304.0069
336,NYT20000927.0154
336,NYT20000908.0398
336,NYT20000928.0037
336,NYT20000612.0954
336,NYT20000229.0456
336,NYT20000229.0457
336,NYT20000229.0459
336,NYT20000229.0461
336,NYT20000220.0098
336,NYT20000306.0078
336,NYT20000306.0079
336,NYT20000306.0185
336,NYT20000529.0137
336,NYT20000529.0207
336,NYT20000126.0171
336,NYT20000912.0435
336,NYT20000221.0001
336,NYT20000710.0467
336,NYT20000710.0470
336,NYT20000710.0472
336,NYT20000907.0235
336,NYT20000216.0267
336,NYT20000113.0415
336,NYT20000914.0335
336,NYT20000324.0262
336,NYT20000607.0253
336,NYT20000602.0371
336,NYT19980827.0199
336,NYT19981210.0187
336,NYT19981210.0266
336,NYT19980813.0045
336,NYT19980610.0492
336,NYT19980610.0495
336,NYT19981014.0200
336,NYT19980724.0260
336,NYT19980810.0013
336,NYT19980707.0129
336,NYT19980618.0029
336,NYT19981209.0216
336,NYT19980607.0040
336,NYT19980607.0041
336,NYT19980625.0330
336,NYT19981219.0040
336,NYT19981029.0105
336,NYT19981029.0237
336,NYT19981208.0048
336,NYT19981208.0052
336,NYT19981026.0465
336,NYT19980604.0235
336,NYT19980817.0234
341,NYT19990226.0039
341,NYT19990226.0119
341,NYT19991019.0103
341,NYT19991019.0104
341,NYT19991019.0251
341,NYT19990904.0016
341,NYT19990904.0026
341,NYT19990904.0090
341,NYT19990904.0095
341,NYT19990904.0174
341,NYT19991127.0075
341,NYT19990902.0226
341,NYT19990813.0170
341,NYT19990813.0173
341,NYT19990508.0111
341,NYT19991001.0229
341,NYT19990601.0212
341,NYT19990909.0367
341,NYT19990131.0026
341,NYT19991210.0105
341,NYT19991109.0129
341,NYT19991109.0146
341,NYT19991109.0249
341,NYT19991109.0253
341,NYT19991109.0290
341,NYT19991109.0456
341,NYT19990626.0108
341,NYT19991209.0196
341,NYT19990125.0213
341,NYT19990125.0283
341,NYT19990125.0369
341,NYT19990122.0238
341,NYT19990122.0239
341,NYT19990122.0261
341,NYT19990122.0489
341,NYT19991215.0359
341,NYT19991215.0442
341,NYT19991215.0463
341,NYT19990629.0014
341,NYT19991229.0066
341,NYT19991229.0154
341,NYT19991229.0160
341,NYT19991229.0181
341,NYT19991229.0228
341,NYT19991229.0231
341,NYT19991229.0266
341,NYT19991229.0337
341,NYT19990621.0053
341,NYT19990621.0054
341,NYT19990621.0269
341,NYT19991222.0276
341,NYT19991222.0278
341,NYT19991222.0288
341,NYT19991222.0332
341,NYT19991222.0368
341,NYT19991222.0421
341,NYT19990420.0265
341,NYT19990420.0407
341,NYT19990420.0412
341,NYT19990420.0421
341,NYT19990209.0096
341,NYT19990502.0109
341,NYT19990324.0282
341,NYT19990324.0300
341,NYT19990324.0379
341,NYT19990324.0456
341,NYT19990324.0469
341,NYT19990823.0012
341,NYT19990823.0312
341,NYT19990823.0386
341,NYT19990823.0387
341,NYT19990823.0388
341,NYT19990823.0389
341,NYT19990525.0400
341,NYT19990525.0402
341,NYT19990525.0404
341,NYT19990525.0405
341,NYT19991130.0261
341,NYT19990505.0006
341,NYT19990505.0469
341,NYT19990520.0034
341,NYT19990427.0216
341,NYT19990427.0331
341,NYT19990427.0390
341,NYT19990427.0455
341,NYT19990218.0105
341,NYT19990218.0386
341,NYT19990419.0440
341,NYT19990510.0338
341,NYT19990510.0400
341,NYT19990627.0085
341,NYT19990822.0099
341,NYT19991110.0358
341,NYT19991110.0391
341,NYT19991110.0480
341,NYT19990402.0066
341,NYT19990402.0068
341,NYT19990402.0069
341,NYT19990402.0263
341,NYT19990402.0410
344,NYT19991019.0211
344,NYT19990301.0028
344,NYT19990813.0162
344,NYT19990909.0192
344,NYT19991209.0053
344,NYT19991209.0060
344,NYT19990125.0142
344,NYT19990823.0080
344,NYT19990823.0081
344,NYT19990218.0057
344,NYT19990419.0208
344,NYT19990419.0209
344,NYT19990627.0195
344,NYT19990402.0036
344,NYT19991117.0327
344,NYT19990415.0104
344,NYT19990710.0069
344,NYT19990602.0098
344,NYT19990602.0100
344,NYT19990819.0068
344,NYT19990819.0143
344,NYT19990702.0104
344,NYT19990702.0131
344,NYT19991007.0386
344,NYT19990322.0406
344,NYT19990115.0054
344,NYT19990119.0053
344,NYT19990213.0016
344,NYT19990225.0163
344,NYT19990225.0211
344,NYT19990225.0255
344,NYT19990225.0299
344,NYT19990607.0018
344,NYT19990607.0019
344,NYT19990607.0100
344,NYT19990607.0446
344,NYT19990821.0075
344,NYT19990821.0076
344,NYT19990228.0051
344,NYT19990910.0212
344,NYT19990729.0120
344,NYT19991206.0171
344,NYT19991206.0311
344,NYT19991206.0316
344,NYT19990606.0008
344,NYT19990606.0009
344,NYT19990606.0123
344,NYT19990316.0060
344,NYT19990630.0296
344,NYT19990630.0430
344,NYT19990118.0158
344,NYT19990614.0043
344,NYT19990421.0091
344,NYT19990519.0403
344,NYT19990519.0404
344,NYT19990528.0070
344,NYT19990528.0071
344,NYT19991118.0001
344,NYT19990804.0152
344,NYT19991025.0161
344,NYT19991025.0162
344,NYT19990527.0396
344,NYT19990527.0423
344,NYT19990208.0074
344,NYT19990925.0075
344,NYT19991023.0048
344,NYT19991023.0050
344,NYT19990425.0077
344,NYT19990114.0162
344,NYT19990114.0181
344,NYT19990922.0192
344,NYT19990307.0037
344,NYT19990307.0040
344,NYT19990307.0065
344,NYT19990303.0491
344,NYT19990326.0115
344,NYT19990326.0219
344,NYT19990927.0156
344,NYT19990723.0321
344,NYT19990723.0393
344,NYT19990410.0055
344,NYT19990410.0057
344,NYT19990410.0078
344,NYT19991014.0119
344,NYT19991014.0124
344,NYT19991014.0126
344,NYT19991219.0264
344,NYT19990509.0041
344,NYT19990618.0379
344,NYT19990907.0257
344,NYT19990117.0149
344,NYT19990516.0090
344,NYT19990412.0058
344,NYT19990412.0060
344,NYT19990416.0432
344,NYT19990416.0433
344,NYT19991124.0160
344,NYT19990401.0119
344,NYT19990401.0121
344,NYT19990401.0245
345,NYT19990128.0367
345,NYT19990508.0162
345,NYT19990402.0360
345,NYT19990625.0259
345,NYT19990708.0404
345,NYT19991211.0102
345,NYT19991211.0103
345,NYT19990630.0156
345,NYT19991213.0082
345,NYT19991213.0084
345,NYT19990426.0141
345,NYT19990426.0144
345,NYT19990807.0131
345,NYT19990303.0068
345,NYT19990303.0495
345,NYT19990309.0346
345,NYT19990310.0455
345,NYT19990928.0136
345,NYT19990127.0348
345,NYT20000728.0445
345,NYT20000818.0315
345,NYT20000817.0397
345,NYT20000218.0168
345,NYT20000218.0169
345,NYT20000726.0384
345,NYT20000612.0669
345,NYT20000815.0208
345,NYT20000208.0344
345,NYT20000126.0041
345,NYT20000725.0354
345,NYT20000131.0327
345,NYT20000607.0253
345,NYT19981210.0054
345,NYT19981210.0575
345,NYT19980805.0030
345,NYT19981222.0293
345,NYT19980627.0029
345,NYT19980611.0034
345,NYT19980909.0124
345,NYT19980723.0428
345,NYT19980723.0535
345,NYT19981106.0041
345,NYT19981230.0354
345,NYT19981225.0044
345,NYT19981215.0008
345,NYT19981214.0377
345,NYT19980924.0036
345,NYT19981009.0035
345,NYT19981120.0470
345,NYT19980604.0039
345,APW19990330.0181
345,APW19990309.0050
345,APW19990309.0308
345,APW19990616.0241
345,APW19991021.0012
345,APW19991021.0325
345,APW19990818.0228
345,APW19990930.0037
345,APW19990922.0144
345,APW19990829.0027
345,APW19990829.0127
345,APW19990629.0046
345,APW19990629.0172
345,APW19990629.0188
345,APW19990310.0121
345,APW19990310.0178
345,APW19990617.0120
345,APW19990625.0301
345,APW19990422.0236
345,APW19990722.0112
345,APW19990708.0224
345,APW19990113.0282
345,APW19990331.0037
345,APW19990121.0136
345,APW20000930.0090
345,APW20000321.0062
345,APW20000929.0112
345,APW20000315.0042
345,APW20000601.0046
345,APW20000714.0176
345,APW20000531.0173
345,APW20000922.0208
345,APW19981214.0876
345,APW19981214.0898
345,APW19981214.1010
345,XIE19970730.0241
345,XIE19971231.0204
345,XIE19970826.0058
345,XIE19961220.0065
345,XIE19960614.0120
345,XIE19960520.0058
345,XIE19961019.0114
345,XIE19960515.0170
345,XIE19991208.0264
345,XIE19990705.0229
345,XIE19990527.0225
345,XIE19990505.0324
345,XIE19990829.0055
345,XIE20000504.0045
345,XIE19981121.0170
347,NYT19991001.0327
347,NYT19990131.0194
347,NYT19990801.0046
347,NYT19990801.0051
347,NYT19990801.0085
347,NYT19990621.0163
347,NYT19990503.0281
347,NYT19990503.0381
347,NYT19990823.0290
347,NYT19990525.0227
347,NYT19990718.0065
347,NYT19990413.0252
347,NYT19990714.0131
347,NYT19990714.0132
347,NYT19990714.0133
347,NYT19990714.0135
347,NYT19990602.0274
347,NYT19991125.0049
347,NYT19990518.0464
347,NYT19990819.0199
347,NYT19990702.0242
347,NYT19991011.0088
347,NYT19991011.0236
347,NYT19990719.0349
347,NYT19990411.0214
347,NYT19990112.0034
347,NYT19990929.0145
347,NYT19991029.0064
347,NYT19990820.0228
347,NYT19990201.0270
347,NYT19990630.0066
347,NYT19990630.0068
347,NYT19990630.0083
347,NYT19990414.0138
347,NYT19990118.0219
347,NYT19990118.0221
347,NYT19990717.0123
347,NYT19990717.0124
347,NYT19990204.0543
347,NYT19990721.0145
347,NYT19990311.0108
347,NYT19990120.0222
347,NYT19990804.0008
347,NYT19990804.0021
347,NYT19990818.0017
347,NYT19991227.0168
347,NYT19990203.0184
347,NYT19990925.0146
347,NYT19990810.0257
347,NYT19990810.0258
347,NYT19990810.0261
347,NYT19990810.0262
347,NYT19990810.0264
347,NYT19990810.0265
347,NYT19990908.0096
347,NYT19990908.0108
347,NYT19990524.0214
347,NYT19990308.0389
347,NYT19990926.0083
347,NYT19990901.0376
347,NYT19990317.0480
347,NYT19990405.0002
347,NYT19990825.0293
347,NYT19990330.0198
347,NYT19990216.0090
347,NYT19990828.0099
347,NYT19990828.0231
347,NYT19990326.0157
347,NYT19990309.0299
347,NYT19991115.0393
